Subnum,nowblock,nowblocktype,nowtrial,ind_up_color,test_color,testspeed,keypress,opposite_to_ind_response,RT,sospeed
1,1,1,1,0,0,-0.6,0,0,3.874,1
1,1,1,2,0,0,-0.6,0,0,1.741,1
1,1,1,3,0,0,-0.3,0,0,1.994,2
1,1,1,4,0,1,0.6,1,0,1.477,1
1,1,1,5,0,0,0.6,1,1,1.556,5
1,1,1,6,0,1,-0.3,1,0,1.304,4
1,1,1,7,0,1,0,1,0,1.343,3
1,1,1,8,0,0,0.6,1,1,1.3,5
1,1,1,9,0,1,0.3,1,0,1.643,2
1,1,1,10,0,1,0.3,1,0,1.42,2
1,1,1,11,0,0,0.3,1,1,1.582,4
1,1,1,12,0,1,0.6,1,0,1.617,1
1,1,1,13,0,0,0,1,1,1.562,3
1,1,1,14,0,1,-0.3,0,1,1.631,4
1,1,1,15,0,0,0,1,1,1.552,3
1,1,1,16,0,0,-0.3,0,0,1.493,2
1,1,1,17,0,1,-0.6,0,1,1.412,5
1,1,1,18,0,1,0.3,1,0,1.151,2
1,1,1,19,0,1,0,1,0,1.187,3
1,1,1,20,0,0,0.6,1,1,1.478,5
1,1,1,21,0,0,0,1,1,1.303,3
1,1,1,22,0,0,-0.3,1,1,1.253,2
1,1,1,23,0,1,-0.6,0,1,1.182,5
1,1,1,24,0,1,0,1,0,1.472,3
1,1,1,25,0,0,0.6,1,1,1.361,5
1,1,1,26,0,0,0.3,1,1,1.477,4
1,1,1,27,0,1,0.6,1,0,1.228,1
1,1,1,28,0,1,-0.3,1,0,1.406,4
1,1,1,29,0,1,0.6,1,0,1.241,1
1,1,1,30,0,1,-0.6,0,1,1.354,5
1,1,1,31,0,0,0.3,1,1,1.199,4
1,1,1,32,0,0,0.3,1,1,1.369,4
1,1,1,33,0,0,-0.6,0,0,1.357,1
1,1,1,34,0,1,0.3,1,0,1.537,2
1,1,1,35,0,0,0,1,1,1.359,3
1,1,1,36,0,1,-0.6,0,1,1.108,5
1,1,1,37,0,0,-0.3,1,1,1.226,2
1,1,1,38,0,1,-0.3,0,1,1.34,4
1,1,1,39,0,1,0,1,0,1.233,3
1,1,1,40,0,0,-0.6,0,0,1.466,1
1,2,2,1,1,0,-0.3,1,0,1.813,4
1,2,2,2,1,1,0.3,1,1,1.367,4
1,2,2,3,1,0,0,1,0,1.05,3
1,2,2,4,1,1,0.6,1,1,1.06,5
1,2,2,5,1,1,0.6,1,1,1.076,5
1,2,2,6,1,0,0.3,1,0,1.157,2
1,2,2,7,1,0,0,1,0,1.418,3
1,2,2,8,1,1,0.6,1,1,1.226,5
1,2,2,9,1,1,0,1,1,1.222,3
1,2,2,10,1,0,-0.6,0,1,1.104,5
1,2,2,11,1,0,0,1,0,1.206,3
1,2,2,12,1,1,0,1,1,1.216,3
1,2,2,13,1,0,-0.6,0,1,1.155,5
1,2,2,14,1,1,0.3,1,1,1.119,4
1,2,2,15,1,0,0.6,1,0,1.166,1
1,2,2,16,1,0,-0.3,0,1,1.154,4
1,2,2,17,1,1,0.3,1,1,1.223,4
1,2,2,18,1,1,-0.3,1,1,1.353,2
1,2,2,19,1,0,0.3,1,0,1.445,2
1,2,2,20,1,1,0,1,1,1.102,3
1,2,2,21,1,1,-0.3,0,0,1.444,2
1,2,2,22,1,0,0.6,1,0,1.374,1
1,2,2,23,1,1,-0.6,0,0,1.338,1
1,2,2,24,1,0,-0.6,0,1,0.991,5
1,2,2,25,1,0,-0.6,0,1,0.611,5
1,2,2,26,1,1,-0.6,0,0,0.838,1
1,2,2,27,1,1,-0.6,0,0,1.031,1
1,2,2,28,1,0,0.3,1,0,0.497,2
1,2,2,29,1,0,0.3,1,0,0.728,2
1,2,2,30,1,1,-0.6,0,0,0.678,1
1,2,2,31,1,0,0.6,1,0,0.495,1
1,2,2,32,1,1,0,1,1,0.807,3
1,2,2,33,1,0,0,1,0,0.554,3
1,2,2,34,1,0,-0.3,0,1,1.112,4
1,2,2,35,1,1,0.6,1,1,0.479,5
1,2,2,36,1,0,0.6,1,0,0.607,1
1,2,2,37,1,1,-0.3,0,0,0.73,2
1,2,2,38,1,1,-0.3,0,0,0.528,2
1,2,2,39,1,0,-0.3,0,1,0.703,4
1,2,2,40,1,1,0.3,1,1,0.438,4
1,3,2,1,1,1,-0.6,0,0,1.829,1
1,3,2,2,1,1,-0.6,0,0,0.622,1
1,3,2,3,1,0,-0.3,1,0,0.906,4
1,3,2,4,1,1,0.3,1,1,0.569,4
1,3,2,5,1,0,0.3,1,0,0.566,2
1,3,2,6,1,0,-0.6,0,1,0.633,5
1,3,2,7,1,0,0,0,1,1.347,3
1,3,2,8,1,0,0,1,0,0.481,3
1,3,2,9,1,1,0,1,1,0.56,3
1,3,2,10,1,1,-0.3,0,0,0.517,2
1,3,2,11,1,1,-0.3,0,0,0.612,2
1,3,2,12,1,1,0.3,1,1,0.479,4
1,3,2,13,1,0,-0.6,0,1,0.992,5
1,3,2,14,1,1,0.3,1,1,0.435,4
1,3,2,15,1,0,0,1,0,0.477,3
1,3,2,16,1,0,0.3,1,0,0.501,2
1,3,2,17,1,0,-0.6,0,1,0.949,5
1,3,2,18,1,1,0.6,1,1,0.426,5
1,3,2,19,1,0,-0.6,0,1,0.733,5
1,3,2,20,1,1,0.6,1,1,0.475,5
1,3,2,21,1,0,-0.3,0,1,1.451,4
1,3,2,22,1,0,-0.3,0,1,0.979,4
1,3,2,23,1,0,-0.3,0,1,0.864,4
1,3,2,24,1,0,0.6,1,0,0.513,1
1,3,2,25,1,1,-0.3,0,0,0.864,2
1,3,2,26,1,1,-0.3,0,0,1.008,2
1,3,2,27,1,1,0,1,1,0.507,3
1,3,2,28,1,1,0.3,1,1,0.475,4
1,3,2,29,1,0,0.6,1,0,0.443,1
1,3,2,30,1,1,-0.6,0,0,0.589,1
1,3,2,31,1,1,-0.6,0,0,0.553,1
1,3,2,32,1,0,0.3,1,0,0.758,2
1,3,2,33,1,0,0.3,1,0,0.626,2
1,3,2,34,1,1,0,1,1,0.614,3
1,3,2,35,1,1,0.6,1,1,0.552,5
1,3,2,36,1,1,0,1,1,0.557,3
1,3,2,37,1,1,0.6,1,1,0.523,5
1,3,2,38,1,0,0,1,0,0.649,3
1,3,2,39,1,0,0.6,1,0,0.546,1
1,3,2,40,1,0,0.6,1,0,0.464,1
1,4,2,1,1,0,0,1,0,0.694,3
1,4,2,2,1,0,-0.3,0,1,0.726,4
1,4,2,3,1,0,0.3,1,0,0.548,2
1,4,2,4,1,1,0.3,1,1,0.481,4
1,4,2,5,1,1,0.3,1,1,0.458,4
1,4,2,6,1,1,0,1,1,0.539,3
1,4,2,7,1,0,-0.6,0,1,0.593,5
1,4,2,8,1,1,0.3,1,1,0.541,4
1,4,2,9,1,1,0,1,1,0.475,3
1,4,2,10,1,1,-0.3,0,0,0.963,2
1,4,2,11,1,0,0.6,1,0,0.472,1
1,4,2,12,1,0,-0.6,0,1,0.513,5
1,4,2,13,1,0,-0.3,0,1,0.648,4
1,4,2,14,1,1,0,1,1,0.56,3
1,4,2,15,1,1,-0.6,0,0,0.51,1
1,4,2,16,1,1,-0.3,0,0,0.533,2
1,4,2,17,1,0,-0.6,0,1,0.675,5
1,4,2,18,1,1,0.6,1,1,0.387,5
1,4,2,19,1,1,0.6,1,1,0.519,5
1,4,2,20,1,1,0.6,1,1,0.606,5
1,4,2,21,1,0,0.6,1,0,0.689,1
1,4,2,22,1,0,0.3,1,0,0.721,2
1,4,2,23,1,0,-0.6,0,1,0.688,5
1,4,2,24,1,1,0.3,1,1,0.631,4
1,4,2,25,1,1,-0.6,0,0,0.592,1
1,4,2,26,1,0,-0.3,0,1,1.189,4
1,4,2,27,1,1,-0.3,0,0,1.081,2
1,4,2,28,1,1,0,1,1,0.681,3
1,4,2,29,1,0,-0.3,0,1,0.961,4
1,4,2,30,1,0,0,1,0,0.645,3
1,4,2,31,1,0,0.6,1,0,0.567,1
1,4,2,32,1,0,0.3,1,0,0.499,2
1,4,2,33,1,1,-0.6,0,0,0.691,1
1,4,2,34,1,0,0,1,0,0.627,3
1,4,2,35,1,1,-0.3,0,0,0.589,2
1,4,2,36,1,0,0.3,1,0,0.593,2
1,4,2,37,1,0,0.6,1,0,0.653,1
1,4,2,38,1,0,0,1,0,0.734,3
1,4,2,39,1,1,-0.6,0,0,0.459,1
1,4,2,40,1,1,0.6,1,1,0.764,5
1,5,1,1,0,1,0.6,1,0,0.57,1
1,5,1,2,0,1,0.3,1,0,0.591,2
1,5,1,3,0,0,0.6,1,1,0.514,5
1,5,1,4,0,1,-0.3,0,1,1.169,4
1,5,1,5,0,0,0.3,1,1,0.565,4
1,5,1,6,0,1,-0.3,0,1,0.618,4
1,5,1,7,0,1,0.3,1,0,0.516,2
1,5,1,8,0,0,0,1,1,0.563,3
1,5,1,9,0,1,0,1,0,0.632,3
1,5,1,10,0,0,-0.6,0,0,0.714,1
1,5,1,11,0,1,0,1,0,0.608,3
1,5,1,12,0,0,0,1,1,0.707,3
1,5,1,13,0,0,0.3,1,1,0.61,4
1,5,1,14,0,1,0.6,1,0,0.686,1
1,5,1,15,0,0,0.3,1,1,0.63,4
1,5,1,16,0,1,0.6,1,0,0.736,1
1,5,1,17,0,1,-0.6,0,1,0.685,5
1,5,1,18,0,0,-0.6,0,0,0.629,1
1,5,1,19,0,0,-0.6,0,0,0.487,1
1,5,1,20,0,0,0.6,0,0,1.071,5
1,5,1,21,0,0,-0.3,0,0,0.575,2
1,5,1,22,0,1,-0.6,0,1,0.573,5
1,5,1,23,0,0,-0.3,0,0,1.113,2
1,5,1,24,0,0,-0.6,0,0,0.52,1
1,5,1,25,0,1,-0.3,0,1,0.678,4
1,5,1,26,0,0,0.3,1,1,0.734,4
1,5,1,27,0,0,-0.3,0,0,0.556,2
1,5,1,28,0,0,0,0,0,0.61,3
1,5,1,29,0,1,0,1,0,0.685,3
1,5,1,30,0,0,0.6,1,1,0.621,5
1,5,1,31,0,1,0.6,1,0,0.654,1
1,5,1,32,0,0,-0.3,0,0,0.648,2
1,5,1,33,0,1,0.3,1,0,0.761,2
1,5,1,34,0,1,0,1,0,0.686,3
1,5,1,35,0,0,0.6,1,1,0.71,5
1,5,1,36,0,1,0.3,1,0,0.836,2
1,5,1,37,0,1,-0.3,0,1,0.686,4
1,5,1,38,0,1,-0.6,0,1,0.703,5
1,5,1,39,0,1,-0.6,0,1,0.838,5
1,5,1,40,0,0,0,0,0,1.055,3
1,6,1,1,0,0,0.6,1,1,0.678,5
1,6,1,2,0,0,-0.6,0,0,0.558,1
1,6,1,3,0,1,0.3,1,0,0.46,2
1,6,1,4,0,1,-0.6,0,1,0.42,5
1,6,1,5,0,1,-0.6,0,1,0.511,5
1,6,1,6,0,0,0.3,1,1,0.711,4
1,6,1,7,0,1,-0.3,0,1,0.518,4
1,6,1,8,0,0,0,0,0,0.692,3
1,6,1,9,0,1,-0.3,0,1,0.603,4
1,6,1,10,0,1,0,1,0,0.775,3
1,6,1,11,0,1,-0.3,0,1,0.924,4
1,6,1,12,0,0,-0.3,0,0,0.442,2
1,6,1,13,0,1,0.6,1,0,0.579,1
1,6,1,14,0,1,0.6,1,0,0.6,1
1,6,1,15,0,0,0.6,1,1,0.539,5
1,6,1,16,0,0,0.3,1,1,0.777,4
1,6,1,17,0,1,0.6,1,0,0.693,1
1,6,1,18,0,0,0.6,1,1,0.653,5
1,6,1,19,0,0,0,1,1,0.918,3
1,6,1,20,0,1,0.6,1,0,0.732,1
1,6,1,21,0,1,0.3,1,0,0.682,2
1,6,1,22,0,0,-0.3,0,0,0.834,2
1,6,1,23,0,0,-0.6,0,0,0.491,1
1,6,1,24,0,1,-0.3,0,1,0.619,4
1,6,1,25,0,1,0.3,1,0,0.894,2
1,6,1,26,0,1,0,0,1,0.638,3
1,6,1,27,0,1,0,1,0,0.615,3
1,6,1,28,0,0,0.6,1,1,0.786,5
1,6,1,29,0,0,-0.6,0,0,0.613,1
1,6,1,30,0,0,0.3,1,1,0.657,4
1,6,1,31,0,1,-0.6,0,1,0.714,5
1,6,1,32,0,0,-0.3,0,0,0.6,2
1,6,1,33,0,1,-0.6,0,1,0.595,5
1,6,1,34,0,0,-0.6,0,0,0.536,1
1,6,1,35,0,0,0,1,1,1.045,3
1,6,1,36,0,1,0.3,1,0,0.662,2
1,6,1,37,0,1,0,1,0,0.774,3
1,6,1,38,0,0,0.3,1,1,0.611,4
1,6,1,39,0,0,0,0,0,0.733,3
1,6,1,40,0,0,-0.3,0,0,0.636,2
1,7,1,1,0,1,-0.3,0,1,0.749,4
1,7,1,2,0,1,0.3,1,0,0.602,2
1,7,1,3,0,0,-0.6,0,0,0.484,1
1,7,1,4,0,0,0.6,1,1,0.764,5
1,7,1,5,0,1,0.3,1,0,0.769,2
1,7,1,6,0,1,-0.3,0,1,0.693,4
1,7,1,7,0,0,0,1,1,0.717,3
1,7,1,8,0,0,0.6,1,1,0.788,5
1,7,1,9,0,0,0,1,1,1.208,3
1,7,1,10,0,1,0.3,1,0,0.787,2
1,7,1,11,0,1,0,1,0,1.398,3
1,7,1,12,0,0,0.6,1,1,0.785,5
1,7,1,13,0,0,0.3,1,1,0.797,4
1,7,1,14,0,0,0,1,1,1.207,3
1,7,1,15,0,1,-0.6,0,1,0.635,5
1,7,1,16,0,1,0.6,1,0,0.613,1
1,7,1,17,0,1,0.6,1,0,0.639,1
1,7,1,18,0,1,0,1,0,0.978,3
1,7,1,19,0,0,0.3,1,1,0.814,4
1,7,1,20,0,1,-0.3,0,1,0.56,4
1,7,1,21,0,0,-0.6,0,0,0.725,1
1,7,1,22,0,0,-0.6,0,0,1.211,1
1,7,1,23,0,0,-0.3,0,0,1.15,2
1,7,1,24,0,1,0.3,0,1,1.187,2
1,7,1,25,0,0,0.3,1,1,0.606,4
1,7,1,26,0,0,-0.3,0,0,0.594,2
1,7,1,27,0,0,-0.3,0,0,0.574,2
1,7,1,28,0,1,-0.6,0,1,0.538,5
1,7,1,29,0,0,0.3,1,1,0.712,4
1,7,1,30,0,0,-0.6,0,0,0.695,1
1,7,1,31,0,0,-0.3,0,0,0.655,2
1,7,1,32,0,1,0.6,1,0,0.6,1
1,7,1,33,0,0,0,0,0,0.731,3
1,7,1,34,0,1,-0.3,0,1,0.728,4
1,7,1,35,0,1,-0.6,0,1,0.671,5
1,7,1,36,0,1,0,1,0,0.72,3
1,7,1,37,0,1,0,0,1,0.837,3
1,7,1,38,0,0,0.6,1,1,0.584,5
1,7,1,39,0,1,-0.6,0,1,0.428,5
1,7,1,40,0,1,0.6,1,0,0.51,1
1,8,1,1,0,1,-0.6,0,1,0.588,5
1,8,1,2,0,1,-0.6,0,1,0.584,5
1,8,1,3,0,1,-0.3,0,1,0.563,4
1,8,1,4,0,1,0.3,1,0,0.672,2
1,8,1,5,0,1,0.3,1,0,0.577,2
1,8,1,6,0,0,0.6,1,1,0.749,5
1,8,1,7,0,0,0,1,1,0.762,3
1,8,1,8,0,0,0.6,1,1,0.784,5
1,8,1,9,0,0,-0.3,0,0,0.571,2
1,8,1,10,0,0,0,1,1,0.8,3
1,8,1,11,0,0,-0.3,0,0,1.746,2
1,8,1,12,0,1,-0.6,0,1,0.567,5
1,8,1,13,0,0,-0.6,0,0,0.619,1
1,8,1,14,0,0,0.3,1,1,0.566,4
1,8,1,15,0,1,0.6,1,0,0.522,1
1,8,1,16,0,0,-0.6,0,0,0.521,1
1,8,1,17,0,1,-0.3,0,1,0.575,4
1,8,1,18,0,0,0.3,1,1,0.748,4
1,8,1,19,0,1,-0.6,0,1,0.536,5
1,8,1,20,0,1,0,1,0,1.286,3
1,8,1,21,0,0,0.6,1,1,0.726,5
1,8,1,22,0,0,-0.3,0,0,0.637,2
1,8,1,23,0,0,-0.6,0,0,0.599,1
1,8,1,24,0,0,-0.6,0,0,0.426,1
1,8,1,25,0,1,0,1,0,1.157,3
1,8,1,26,0,0,0.3,1,1,0.881,4
1,8,1,27,0,1,0.6,1,0,0.593,1
1,8,1,28,0,1,0.3,1,0,1.045,2
1,8,1,29,0,1,0,0,1,0.493,3
1,8,1,30,0,0,0,0,0,0.677,3
1,8,1,31,0,1,0.3,1,0,0.614,2
1,8,1,32,0,1,-0.3,0,1,0.767,4
1,8,1,33,0,0,0.3,1,1,0.829,4
1,8,1,34,0,1,0,1,0,0.814,3
1,8,1,35,0,1,0.6,1,0,0.696,1
1,8,1,36,0,0,-0.3,0,0,1.056,2
1,8,1,37,0,0,0.6,1,1,1.064,5
1,8,1,38,0,1,0.6,1,0,0.744,1
1,8,1,39,0,0,0,0,0,1.462,3
1,8,1,40,0,1,-0.3,0,1,0.981,4
1,9,1,1,0,1,0.3,1,0,2.293,2
1,9,1,2,0,1,-0.6,0,1,1.188,5
1,9,1,3,0,0,0.6,1,1,0.487,5
1,9,1,4,0,0,-0.3,0,0,0.727,2
1,9,1,5,0,0,0.6,1,1,0.613,5
1,9,1,6,0,0,-0.3,0,0,1.017,2
1,9,1,7,0,0,0.3,1,1,0.483,4
1,9,1,8,0,0,0,1,1,1.146,3
1,9,1,9,0,1,-0.3,0,1,1.064,4
1,9,1,10,0,0,0,1,1,1.4,3
1,9,1,11,0,0,-0.6,0,0,0.563,1
1,9,1,12,0,1,0,0,1,1.201,3
1,9,1,13,0,1,0.6,1,0,0.513,1
1,9,1,14,0,0,0,0,0,0.632,3
1,9,1,15,0,0,0.6,1,1,0.538,5
1,9,1,16,0,0,0.6,1,1,0.632,5
1,9,1,17,0,1,0,1,0,0.954,3
1,9,1,18,0,0,-0.6,0,0,0.999,1
1,9,1,19,0,1,0.3,1,0,0.689,2
1,9,1,20,0,1,0.3,1,0,0.649,2
1,9,1,21,0,1,-0.6,0,1,0.595,5
1,9,1,22,0,0,-0.6,0,0,0.558,1
1,9,1,23,0,0,-0.3,0,0,0.604,2
1,9,1,24,0,0,0.3,1,1,0.623,4
1,9,1,25,0,1,0.6,1,0,0.489,1
1,9,1,26,0,1,-0.3,1,0,1.129,4
1,9,1,27,0,1,0,1,0,0.839,3
1,9,1,28,0,0,0.3,1,1,1.569,4
1,9,1,29,0,0,-0.3,0,0,1.317,2
1,9,1,30,0,0,0.3,1,1,0.578,4
1,9,1,31,0,1,0.6,1,0,0.463,1
1,9,1,32,0,1,0,1,0,0.817,3
1,9,1,33,0,1,-0.6,0,1,0.522,5
1,9,1,34,0,1,-0.3,1,0,1.345,4
1,9,1,35,0,0,0,0,0,0.767,3
1,9,1,36,0,0,-0.6,0,0,0.498,1
1,9,1,37,0,1,0.6,1,0,0.594,1
1,9,1,38,0,1,0.3,1,0,0.518,2
1,9,1,39,0,1,-0.3,0,1,0.82,4
1,9,1,40,0,1,-0.6,0,1,0.871,5
1,10,1,1,0,1,0.3,1,0,2.227,2
1,10,1,2,0,0,0,1,1,1.06,3
1,10,1,3,0,0,0.6,1,1,0.565,5
1,10,1,4,0,1,-0.3,0,1,0.81,4
1,10,1,5,0,0,0.3,1,1,0.725,4
1,10,1,6,0,1,0.3,1,0,0.707,2
1,10,1,7,0,0,-0.3,0,0,1.266,2
1,10,1,8,0,1,0,1,0,0.978,3
1,10,1,9,0,1,-0.6,0,1,1.047,5
1,10,1,10,0,1,-0.6,0,1,0.711,5
1,10,1,11,0,1,0,1,0,1.542,3
1,10,1,12,0,0,-0.3,0,0,1.435,2
1,10,1,13,0,0,0,1,1,1.052,3
1,10,1,14,0,1,-0.6,0,1,0.5,5
1,10,1,15,0,1,0.6,1,0,0.556,1
1,10,1,16,0,1,0,1,0,0.857,3
1,10,1,17,0,1,0.3,1,0,0.794,2
1,10,1,18,0,1,-0.6,0,1,0.71,5
1,10,1,19,0,0,-0.6,0,0,1.453,1
1,10,1,20,0,0,-0.3,0,0,0.909,2
1,10,1,21,0,0,0,0,0,1.62,3
1,10,1,22,0,0,0.6,1,1,0.846,5
1,10,1,23,0,0,0.6,1,1,0.671,5
1,10,1,24,0,1,0.6,1,0,0.768,1
1,10,1,25,0,0,-0.6,0,0,0.677,1
1,10,1,26,0,1,0.3,1,0,0.549,2
1,10,1,27,0,1,-0.3,0,1,0.602,4
1,10,1,28,0,1,0.6,1,0,0.701,1
1,10,1,29,0,0,-0.3,0,0,0.748,2
1,10,1,30,0,0,0,0,0,0.953,3
1,10,1,31,0,1,-0.3,0,1,0.974,4
1,10,1,32,0,0,-0.6,0,0,0.61,1
1,10,1,33,0,0,-0.6,0,0,0.654,1
1,10,1,34,0,0,0.3,1,1,0.767,4
1,10,1,35,0,1,0.6,1,0,0.683,1
1,10,1,36,0,1,-0.3,0,1,0.883,4
1,10,1,37,0,0,0.3,1,1,0.595,4
1,10,1,38,0,0,0.3,1,1,0.695,4
1,10,1,39,0,1,0,1,0,1.478,3
1,10,1,40,0,0,0.6,1,1,0.677,5
1,11,1,1,0,1,0,0,1,2.645,3
1,11,1,2,0,1,0.6,1,0,0.516,1
1,11,1,3,0,1,-0.3,0,1,0.564,4
1,11,1,4,0,1,0.6,1,0,0.424,1
1,11,1,5,0,0,0,0,0,1.323,3
1,11,1,6,0,1,0.3,1,0,0.489,2
1,11,1,7,0,0,0.3,1,1,1.145,4
1,11,1,8,0,0,-0.6,0,0,0.518,1
1,11,1,9,0,0,-0.3,0,0,0.989,2
1,11,1,10,0,0,0.6,1,1,0.464,5
1,11,1,11,0,1,-0.6,0,1,1.161,5
1,11,1,12,0,1,-0.6,0,1,0.75,5
1,11,1,13,0,0,-0.6,0,0,0.762,1
1,11,1,14,0,0,0.3,1,1,0.808,4
1,11,1,15,0,1,0.3,1,0,0.499,2
1,11,1,16,0,1,-0.6,0,1,0.594,5
1,11,1,17,0,0,0.3,1,1,0.533,4
1,11,1,18,0,0,-0.6,0,0,0.548,1
1,11,1,19,0,0,0.6,1,1,0.489,5
1,11,1,20,0,0,0.3,1,1,0.505,4
1,11,1,21,0,0,0,1,1,0.608,3
1,11,1,22,0,1,-0.3,0,1,0.779,4
1,11,1,23,0,1,0,1,0,0.672,3
1,11,1,24,0,0,0,1,1,0.52,3
1,11,1,25,0,1,0,1,0,1.51,3
1,11,1,26,0,1,0.6,1,0,0.557,1
1,11,1,27,0,1,0.3,1,0,0.906,2
1,11,1,28,0,1,0.3,1,0,0.881,2
1,11,1,29,0,0,-0.3,0,0,0.792,2
1,11,1,30,0,1,0,1,0,1.069,3
1,11,1,31,0,0,-0.6,0,0,0.541,1
1,11,1,32,0,1,0.6,1,0,0.539,1
1,11,1,33,0,0,-0.3,0,0,0.753,2
1,11,1,34,0,1,-0.6,0,1,0.598,5
1,11,1,35,0,0,0.6,1,1,0.473,5
1,11,1,36,0,0,0,1,1,1.058,3
1,11,1,37,0,1,-0.3,0,1,1.058,4
1,11,1,38,0,0,0.6,1,1,0.451,5
1,11,1,39,0,1,-0.3,0,1,0.796,4
1,11,1,40,0,0,-0.3,0,0,0.68,2
1,12,1,1,0,0,-0.6,0,0,1.429,1
1,12,1,2,0,1,-0.6,0,1,0.814,5
1,12,1,3,0,1,0,1,0,0.593,3
1,12,1,4,0,0,0.3,1,1,0.621,4
1,12,1,5,0,1,0.6,1,0,0.487,1
1,12,1,6,0,1,0,0,1,1.111,3
1,12,1,7,0,1,0.3,0,1,1.118,2
1,12,1,8,0,1,-0.6,0,1,0.772,5
1,12,1,9,0,0,0.6,1,1,0.569,5
1,12,1,10,0,0,0.6,1,1,0.565,5
1,12,1,11,0,1,0,0,1,0.698,3
1,12,1,12,0,1,0.3,1,0,0.457,2
1,12,1,13,0,1,0.6,1,0,0.698,1
1,12,1,14,0,0,-0.6,0,0,0.649,1
1,12,1,15,0,0,-0.3,0,0,0.547,2
1,12,1,16,0,1,-0.3,0,1,0.68,4
1,12,1,17,0,0,0.3,1,1,0.616,4
1,12,1,18,0,0,0,0,0,1.859,3
1,12,1,19,0,1,0.3,1,0,1.108,2
1,12,1,20,0,0,-0.6,0,0,0.714,1
1,12,1,21,0,0,-0.6,0,0,0.696,1
1,12,1,22,0,1,-0.3,0,1,0.88,4
1,12,1,23,0,1,-0.3,0,1,0.736,4
1,12,1,24,0,1,0,0,1,1.654,3
1,12,1,25,0,0,0.6,1,1,0.614,5
1,12,1,26,0,1,0.6,1,0,0.448,1
1,12,1,27,0,0,0,1,1,1.066,3
1,12,1,28,0,0,0.6,1,1,0.569,5
1,12,1,29,0,1,0.6,1,0,0.623,1
1,12,1,30,0,0,-0.3,0,0,1.537,2
1,12,1,31,0,0,0,1,1,1.406,3
1,12,1,32,0,0,-0.3,0,0,0.746,2
1,12,1,33,0,0,0.3,1,1,1.047,4
1,12,1,34,0,0,0,1,1,1.536,3
1,12,1,35,0,0,-0.3,0,0,1.277,2
1,12,1,36,0,1,-0.3,0,1,1.645,4
1,12,1,37,0,1,-0.6,0,1,0.606,5
1,12,1,38,0,1,-0.6,0,1,0.674,5
1,12,1,39,0,0,0.3,1,1,1.554,4
1,12,1,40,0,1,0.3,0,1,2.247,2
1,13,2,1,1,0,0,0,1,1.508,3
1,13,2,2,1,1,-0.3,1,1,0.986,2
1,13,2,3,1,0,-0.3,1,0,1.198,4
1,13,2,4,1,1,-0.6,0,0,0.729,1
1,13,2,5,1,0,0,1,0,1.399,3
1,13,2,6,1,0,-0.6,0,1,0.578,5
1,13,2,7,1,0,-0.6,0,1,0.974,5
1,13,2,8,1,0,-0.6,0,1,1.042,5
1,13,2,9,1,0,0.6,1,0,0.42,1
1,13,2,10,1,1,0.6,1,1,0.55,5
1,13,2,11,1,1,0.6,1,1,0.443,5
1,13,2,12,1,1,0,1,1,0.55,3
1,13,2,13,1,1,-0.3,1,1,1.011,2
1,13,2,14,1,0,0.6,1,0,0.39,1
1,13,2,15,1,1,-0.6,0,0,0.897,1
1,13,2,16,1,1,-0.6,0,0,1.321,1
1,13,2,17,1,1,0.3,1,1,0.502,4
1,13,2,18,1,1,0.6,1,1,0.342,5
1,13,2,19,1,1,-0.6,0,0,0.803,1
1,13,2,20,1,1,0.3,1,1,0.406,4
1,13,2,21,1,0,0,1,0,0.721,3
1,13,2,22,1,0,0,1,0,0.441,3
1,13,2,23,1,0,0.3,1,0,0.498,2
1,13,2,24,1,1,0.6,1,1,0.434,5
1,13,2,25,1,1,-0.3,0,0,0.987,2
1,13,2,26,1,0,0.3,1,0,0.391,2
1,13,2,27,1,1,-0.3,0,0,0.947,2
1,13,2,28,1,0,-0.3,1,0,0.969,4
1,13,2,29,1,0,-0.3,0,1,1.252,4
1,13,2,30,1,0,-0.6,0,1,0.742,5
1,13,2,31,1,1,0.3,1,1,0.428,4
1,13,2,32,1,0,-0.3,0,1,1.462,4
1,13,2,33,1,1,0,1,1,1.255,3
1,13,2,34,1,0,0.6,1,0,0.527,1
1,13,2,35,1,1,0,1,1,0.67,3
1,13,2,36,1,0,0.3,1,0,0.678,2
1,13,2,37,1,0,0.3,1,0,0.647,2
1,13,2,38,1,1,0,1,1,0.801,3
1,13,2,39,1,1,0.3,1,1,0.476,4
1,13,2,40,1,0,0.6,1,0,0.468,1
1,14,2,1,1,0,0,0,1,0.813,3
1,14,2,2,1,1,-0.3,0,0,0.712,2
1,14,2,3,1,0,0.6,1,0,0.502,1
1,14,2,4,1,0,-0.3,0,1,0.838,4
1,14,2,5,1,1,0.3,1,1,1.351,4
1,14,2,6,1,1,0,1,1,1.356,3
1,14,2,7,1,0,0.3,0,1,1.209,2
1,14,2,8,1,0,-0.6,0,1,0.547,5
1,14,2,9,1,1,-0.6,0,0,0.617,1
1,14,2,10,1,0,-0.6,0,1,0.723,5
1,14,2,11,1,0,-0.6,0,1,1.306,5
1,14,2,12,1,0,0,1,0,0.591,3
1,14,2,13,1,1,0,1,1,0.899,3
1,14,2,14,1,1,-0.3,0,0,0.891,2
1,14,2,15,1,0,0.3,1,0,0.555,2
1,14,2,16,1,0,0.6,1,0,0.616,1
