Subnum,nowblock,nowblocktype,nowtrial,ind_up_color,test_color,testspeed,keypress,opposite_to_ind_response,RT
3,9,1,3,0,0,1.000000e-01,1,1,1.231
3,9,1,4,0,0,-5.00E-02,0,0,0.496
3,9,1,5,0,0,1.000000e-01,1,1,1.047
3,9,1,6,0,0,-5.00E-02,0,0,0.648
3,9,1,7,0,0,5.000000e-02,0,0,0.378
3,9,1,8,0,0,0,0,0,0.263
3,9,1,9,0,1,-5.00E-02,1,0,1.592
3,9,1,10,0,0,0,0,0,0.57
3,9,1,11,0,0,-1.00E-01,0,0,5.568
3,9,1,12,0,1,0,0,1,2.016
3,9,1,13,0,1,1.000000e-01,0,1,13.097
3,9,1,14,0,0,0,0,0,0.327
3,9,1,15,0,0,1.000000e-01,0,0,0.318
3,9,1,16,0,0,1.000000e-01,0,0,0.245
3,9,1,17,0,1,0,1,0,0.591
3,9,1,18,0,0,-1.00E-01,0,0,26.707
3,9,1,19,0,1,5.000000e-02,1,0,0.566
3,9,1,20,0,1,5.000000e-02,1,0,0.482
3,9,1,21,0,1,-1.00E-01,1,0,0.393
3,9,1,22,0,0,-1.00E-01,0,0,1.022
3,9,1,23,0,0,-5.00E-02,0,0,0.248
3,9,1,24,0,0,5.000000e-02,0,0,0.338
3,9,1,25,0,1,1.000000e-01,1,0,0.463
3,9,1,26,0,1,-5.00E-02,1,0,0.376
3,9,1,27,0,1,0,1,0,0.237
3,9,1,28,0,0,5.000000e-02,0,0,0.375
3,9,1,29,0,0,-5.00E-02,0,0,0.42
3,9,1,30,0,0,5.000000e-02,0,0,0.359
3,9,1,31,0,1,1.000000e-01,1,0,0.876
3,9,1,32,0,1,0,0,1,0.74
3,9,1,33,0,1,-1.00E-01,1,0,1.17
3,9,1,34,0,1,-5.00E-02,0,1,1.318
3,9,1,35,0,0,0,1,1,0.611
3,9,1,36,0,0,-1.00E-01,0,0,0.503
3,9,1,37,0,1,1.000000e-01,1,0,1.102
3,9,1,38,0,1,5.000000e-02,1,0,0.981
3,9,1,39,0,1,-5.00E-02,0,1,15.952
3,9,1,40,0,1,-1.00E-01,1,0,0.682
3,10,1,1,0,1,5.000000e-02,0,1,7.515
3,10,1,2,0,0,0,0,0,0.309
3,10,1,3,0,0,1.000000e-01,0,0,0.268
3,10,1,4,0,1,-5.00E-02,1,0,0.261
3,10,1,5,0,0,5.000000e-02,0,0,0.599
3,10,1,6,0,1,5.000000e-02,0,1,15.634
3,10,1,7,0,0,-5.00E-02,0,0,0.248
3,10,1,8,0,1,0,1,0,0.337
3,10,1,9,0,1,-1.00E-01,0,1,0.919
3,10,1,10,0,1,-1.00E-01,1,0,0.277
3,10,1,11,0,1,0,1,0,0.525
3,10,1,12,0,0,-5.00E-02,0,0,0.316
3,10,1,13,0,0,0,0,0,0.339
3,10,1,14,0,1,-1.00E-01,1,0,0.392
3,10,1,15,0,1,1.000000e-01,0,1,13.533
3,10,1,16,0,1,0,1,0,10.953
3,10,1,17,0,1,5.000000e-02,1,0,0.567
3,10,1,18,0,1,-1.00E-01,0,1,9.444
3,10,1,19,0,0,-1.00E-01,0,0,0.815
3,10,1,20,0,0,-5.00E-02,0,0,0.249
3,10,1,21,0,0,0,1,1,0.954
3,10,1,22,0,0,1.000000e-01,0,0,0.269
3,10,1,23,0,0,1.000000e-01,1,1,4.257
3,10,1,24,0,1,1.000000e-01,0,1,17.958
3,10,1,25,0,0,-1.00E-01,0,0,6.502
3,10,1,26,0,1,5.000000e-02,1,0,0.32
3,10,1,27,0,1,-5.00E-02,1,0,0.263
3,10,1,28,0,1,1.000000e-01,0,1,15.493
3,10,1,29,0,0,-5.00E-02,0,0,18.267
3,10,1,30,0,0,0,0,0,0.238
3,10,1,31,0,1,-5.00E-02,1,0,0.824
3,10,1,32,0,0,-1.00E-01,1,1,15.315
3,10,1,33,0,0,-1.00E-01,1,1,1.494
3,10,1,34,0,0,5.000000e-02,0,0,0.349
3,10,1,35,0,1,1.000000e-01,1,0,0.298
3,10,1,36,0,1,-5.00E-02,1,0,4.666
3,10,1,37,0,0,5.000000e-02,1,1,10.496
3,10,1,38,0,0,5.000000e-02,0,0,0.488
3,10,1,39,0,1,0,1,0,12.806
3,10,1,40,0,0,1.000000e-01,0,0,0.488
3,11,1,1,0,1,0,0,1,1.225
3,11,1,2,0,1,1.000000e-01,1,0,0.761
3,11,1,3,0,1,-5.00E-02,1,0,0.222
3,11,1,4,0,1,1.000000e-01,1,0,0.363
3,11,1,5,0,0,0,0,0,0.344
3,11,1,6,0,1,5.000000e-02,1,0,0.508
3,11,1,7,0,0,5.000000e-02,0,0,0.39
3,11,1,8,0,0,-1.00E-01,0,0,0.377
3,11,1,9,0,0,-5.00E-02,0,0,0.398
3,11,1,10,0,0,1.000000e-01,0,0,0.321
3,11,1,11,0,1,-1.00E-01,1,0,0.632
3,11,1,12,0,1,-1.00E-01,1,0,1.282
3,11,1,13,0,0,-1.00E-01,0,0,0.281
3,11,1,14,0,0,5.000000e-02,0,0,0.409
3,11,1,15,0,1,5.000000e-02,1,0,0.363
3,11,1,16,0,1,-1.00E-01,1,0,0.409
3,11,1,17,0,0,5.000000e-02,0,0,0.315
3,11,1,18,0,0,-1.00E-01,0,0,0.675
3,11,1,19,0,0,1.000000e-01,1,1,0.675
3,11,1,20,0,0,5.000000e-02,0,0,0.5
3,11,1,21,0,0,0,0,0,0.418
3,11,1,22,0,1,-5.00E-02,1,0,0.518
3,11,1,23,0,1,0,1,0,0.397
3,11,1,24,0,0,0,0,0,0.248
3,11,1,25,0,1,0,1,0,0.658
3,11,1,26,0,1,1.000000e-01,1,0,0.395
3,11,1,27,0,1,5.000000e-02,1,0,0.495
3,11,1,28,0,1,5.000000e-02,1,0,0.311
3,11,1,29,0,0,-5.00E-02,0,0,0.303
3,11,1,30,0,1,0,1,0,0.39
3,11,1,31,0,0,-1.00E-01,0,0,0.434
3,11,1,32,0,1,1.000000e-01,1,0,0.5
3,11,1,33,0,0,-5.00E-02,0,0,0.851
3,11,1,34,0,1,-1.00E-01,1,0,1.556
3,11,1,35,0,0,1.000000e-01,1,1,0.553
3,11,1,36,0,0,0,0,0,0.358
3,11,1,37,0,1,-5.00E-02,1,0,0.475
3,11,1,38,0,0,1.000000e-01,0,0,0.268
3,11,1,39,0,1,-5.00E-02,1,0,0.405
3,11,1,40,0,0,-5.00E-02,0,0,0.344
3,12,1,1,0,0,-1.00E-01,0,0,0.933
3,12,1,2,0,1,-1.00E-01,1,0,0.259
3,12,1,3,0,1,0,1,0,0.436
3,12,1,4,0,0,5.000000e-02,0,0,0.302
3,12,1,5,0,1,1.000000e-01,1,0,0.333
3,12,1,6,0,1,0,1,0,0.355
3,12,1,7,0,1,5.000000e-02,1,0,0.297
3,12,1,8,0,1,-1.00E-01,1,0,0.536
3,12,1,9,0,0,1.000000e-01,0,0,0.582
3,12,1,10,0,0,1.000000e-01,0,0,0.242
3,12,1,11,0,1,0,1,0,0.531
3,12,1,12,0,1,5.000000e-02,1,0,0.362
3,12,1,13,0,1,1.000000e-01,1,0,0.479
3,12,1,14,0,0,-1.00E-01,0,0,0.631
3,12,1,15,0,0,-5.00E-02,0,0,0.322
3,12,1,16,0,1,-5.00E-02,1,0,0.36
3,12,1,17,0,0,5.000000e-02,0,0,7.702
3,12,1,18,0,0,0,0,0,0.663
3,12,1,19,0,1,5.000000e-02,1,0,0.311
3,12,1,20,0,0,-1.00E-01,0,0,0.36
3,12,1,21,0,0,-1.00E-01,0,0,3.477
3,12,1,22,0,1,-5.00E-02,1,0,0.371
3,12,1,23,0,1,-5.00E-02,1,0,4.2
3,12,1,24,0,1,0,1,0,0.519
3,12,1,25,0,0,1.000000e-01,0,0,0.287
3,12,1,26,0,1,1.000000e-01,0,1,1.471
3,12,1,27,0,0,0,0,0,0.431
3,12,1,28,0,0,1.000000e-01,1,1,1.273
3,12,1,29,0,1,1.000000e-01,1,0,11.624
3,12,1,30,0,0,-5.00E-02,0,0,5.69
3,12,1,31,0,0,0,1,1,4.774
3,12,1,32,0,0,-5.00E-02,1,1,0.496
3,12,1,33,0,0,5.000000e-02,0,0,8.735
3,12,1,34,0,0,0,0,0,0.551
3,12,1,35,0,0,-5.00E-02,0,0,19.828
3,12,1,36,0,1,-5.00E-02,1,0,0.327
3,12,1,37,0,1,-1.00E-01,1,0,0.317
3,12,1,38,0,1,-1.00E-01,1,0,0.565
3,12,1,39,0,0,5.000000e-02,0,0,5.89
3,12,1,40,0,1,5.000000e-02,0,1,10.341
3,13,2,1,1,0,0,1,0,1.212
3,13,2,2,1,1,-5.00E-02,0,0,0.383
3,13,2,3,1,0,-5.00E-02,1,0,0.37
3,13,2,4,1,1,-1.00E-01,0,0,0.496
3,13,2,5,1,0,0,0,1,0.248
3,13,2,6,1,0,-1.00E-01,0,1,0.113
3,13,2,7,1,0,-1.00E-01,1,0,0.376
3,13,2,8,1,0,-1.00E-01,1,0,0.285
3,13,2,9,1,0,1.000000e-01,1,0,0.917
3,13,2,10,1,1,1.000000e-01,0,0,0.427
3,13,2,11,1,1,1.000000e-01,0,0,5.725
3,13,2,12,1,1,0,0,0,0.416
3,13,2,13,1,1,-5.00E-02,0,0,0.283
3,13,2,14,1,0,1.000000e-01,1,0,0.267
3,13,2,15,1,1,-1.00E-01,0,0,0.283
3,13,2,16,1,1,-1.00E-01,1,1,0.588
3,13,2,17,1,1,5.000000e-02,0,0,0.343
3,13,2,18,1,1,1.000000e-01,0,0,0.452
3,13,2,19,1,1,-1.00E-01,0,0,0.343
3,13,2,20,1,1,5.000000e-02,0,0,0.348
3,13,2,21,1,0,0,1,0,0.458
3,13,2,22,1,0,0,1,0,2.987
3,13,2,23,1,0,5.000000e-02,1,0,0.797
3,13,2,24,1,1,1.000000e-01,0,0,0.337
3,13,2,25,1,1,-5.00E-02,0,0,0.631
3,13,2,26,1,0,5.000000e-02,1,0,0.495
3,13,2,27,1,1,-5.00E-02,0,0,0.488
3,13,2,28,1,0,-5.00E-02,1,0,0.384
3,13,2,29,1,0,-5.00E-02,1,0,0.429
3,13,2,30,1,0,-1.00E-01,1,0,0.279
3,13,2,31,1,1,5.000000e-02,0,0,0.288
3,13,2,32,1,0,-5.00E-02,1,0,0.416
3,13,2,33,1,1,0,0,0,0.41
3,13,2,34,1,0,1.000000e-01,1,0,0.358
3,13,2,35,1,1,0,0,0,0.555
3,13,2,36,1,0,5.000000e-02,1,0,0.367
3,13,2,37,1,0,5.000000e-02,1,0,0.54
3,13,2,38,1,1,0,0,0,0.547
3,13,2,39,1,1,5.000000e-02,0,0,0.352
3,13,2,40,1,0,1.000000e-01,1,0,0.869
3,14,2,1,1,0,0,1,0,0.564
3,14,2,2,1,1,-5.00E-02,0,0,0.249
3,14,2,3,1,0,1.000000e-01,1,0,0.378
3,14,2,4,1,0,-5.00E-02,1,0,0.351
3,14,2,5,1,1,5.000000e-02,0,0,0.644
3,14,2,6,1,1,0,0,0,1.268
3,14,2,7,1,0,5.000000e-02,1,0,0.51
3,14,2,8,1,0,-1.00E-01,1,0,0.372
3,14,2,9,1,1,-1.00E-01,0,0,0.57
3,14,2,10,1,0,-1.00E-01,0,1,0.997
3,14,2,11,1,0,-1.00E-01,0,1,0.55
3,14,2,12,1,0,0,1,0,0.515
3,14,2,13,1,1,0,0,0,0.378
3,14,2,14,1,1,-5.00E-02,0,0,0.471
3,14,2,15,1,0,5.000000e-02,1,0,0.591
3,14,2,16,1,0,1.000000e-01,1,0,0.323
3,14,2,17,1,1,-5.00E-02,0,0,0.306
3,14,2,18,1,1,0,0,0,0.346
3,14,2,19,1,0,5.000000e-02,1,0,0.36
3,14,2,20,1,1,1.000000e-01,0,0,0.428
3,14,2,21,1,0,5.000000e-02,1,0,1.872
3,14,2,22,1,0,-5.00E-02,1,0,0.551
3,14,2,23,1,1,5.000000e-02,0,0,0.292
3,14,2,24,1,1,1.000000e-01,1,1,0.804
3,14,2,25,1,1,-5.00E-02,0,0,0.767
3,14,2,26,1,0,-1.00E-01,1,0,1.14
3,14,2,27,1,1,-1.00E-01,0,0,0.361
3,14,2,28,1,1,-1.00E-01,0,0,0.471
3,14,2,29,1,0,-5.00E-02,1,0,0.686
3,14,2,30,1,0,1.000000e-01,1,0,0.639
3,14,2,31,1,0,-5.00E-02,1,0,0.401
3,14,2,32,1,1,1.000000e-01,0,0,0.556
3,14,2,33,1,1,5.000000e-02,0,0,0.858
3,14,2,34,1,1,1.000000e-01,0,0,1.298
3,14,2,35,1,0,1.000000e-01,1,0,0.721
3,14,2,36,1,1,5.000000e-02,0,0,0.622
3,14,2,37,1,0,0,1,0,0.449
3,14,2,38,1,0,0,1,0,1.571
3,14,2,39,1,1,-1.00E-01,0,0,0.735
3,14,2,40,1,1,0,0,0,0.589
3,15,2,1,1,1,1.000000e-01,0,0,0.57
3,15,2,2,1,0,-5.00E-02,1,0,0.614
3,15,2,3,1,1,-5.00E-02,0,0,0.777
3,15,2,4,1,0,1.000000e-01,1,0,0.661
3,15,2,5,1,1,-5.00E-02,0,0,0.814
3,15,2,6,1,1,-1.00E-01,0,0,0.768
3,15,2,7,1,0,-1.00E-01,1,0,0.349
3,15,2,8,1,1,0,0,0,0.385
3,15,2,9,1,1,0,0,0,0.287
3,15,2,10,1,0,0,1,0,0.375
3,15,2,11,1,1,1.000000e-01,0,0,0.307
3,15,2,12,1,1,0,0,0,0.491
3,15,2,13,1,1,0,1,1,0.841
3,15,2,14,1,1,5.000000e-02,0,0,0.603
3,15,2,15,1,1,5.000000e-02,0,0,0.454
3,15,2,16,1,0,0,0,1,0.497
3,15,2,17,1,0,1.000000e-01,1,0,0.416
3,15,2,18,1,0,-1.00E-01,1,0,0.353
3,15,2,19,1,1,-1.00E-01,0,0,0.662
3,15,2,20,1,0,5.000000e-02,1,0,0.697
3,15,2,21,1,0,-5.00E-02,1,0,0.352
3,15,2,22,1,0,-5.00E-02,1,0,0.413
3,15,2,23,1,0,0,1,0,0.344
3,15,2,24,1,0,0,1,0,0.454
3,15,2,25,1,1,1.000000e-01,0,0,0.487
3,15,2,26,1,1,5.000000e-02,0,0,0.67
3,15,2,27,1,0,-1.00E-01,1,0,0.552
3,15,2,28,1,1,-5.00E-02,0,0,0.701
3,15,2,29,1,1,5.000000e-02,0,0,0.356
3,15,2,30,1,1,1.000000e-01,0,0,0.442
3,15,2,31,1,0,5.000000e-02,0,1,0
3,15,2,32,1,0,1.000000e-01,1,0,0.382
3,15,2,33,1,1,-1.00E-01,0,0,0.338
3,15,2,34,1,1,-1.00E-01,0,0,0.313
3,15,2,35,1,0,1.000000e-01,1,0,1.224
3,15,2,36,1,1,-5.00E-02,0,0,1.202
3,15,2,37,1,0,5.000000e-02,1,0,1.341
3,15,2,38,1,0,-5.00E-02,0,1,0.353
3,15,2,39,1,0,-1.00E-01,1,0,0.455
3,15,2,40,1,0,5.000000e-02,1,0,0.247
3,16,2,1,1,0,5.000000e-02,1,0,1.447
3,16,2,2,1,0,-1.00E-01,1,0,0.392
3,16,2,3,1,0,-5.00E-02,1,0,0.212
3,16,2,4,1,1,5.000000e-02,0,0,0.392
3,16,2,5,1,1,5.000000e-02,0,0,0.46
3,16,2,6,1,1,0,0,0,0.398
3,16,2,7,1,1,0,0,0,0.633
3,16,2,8,1,0,0,1,0,0.354
3,16,2,9,1,0,-1.00E-01,1,0,0.359
3,16,2,10,1,0,1.000000e-01,1,0,0.205
3,16,2,11,1,0,0,1,0,0.345
3,16,2,12,1,0,1.000000e-01,1,0,0.279
3,16,2,13,1,1,1.000000e-01,0,0,0.288
3,16,2,14,1,1,-5.00E-02,0,0,0.391
3,16,2,15,1,0,0,1,0,0.412
3,16,2,16,1,0,-5.00E-02,1,0,0.406
3,16,2,17,1,1,5.000000e-02,0,0,0.281
3,16,2,18,1,1,1.000000e-01,1,1,0.377
3,16,2,19,1,1,-5.00E-02,0,0,1.159
3,16,2,20,1,0,-1.00E-01,1,0,0.458
3,16,2,21,1,0,-5.00E-02,1,0,0.285
3,16,2,22,1,1,-5.00E-02,0,0,0.389
3,16,2,23,1,1,0,0,0,0.801
3,16,2,24,1,1,-1.00E-01,0,0,0.381
3,16,2,25,1,0,0,1,0,0.351
3,16,2,26,1,0,5.000000e-02,1,0,0.526
3,16,2,27,1,1,-5.00E-02,0,0,0.364
3,16,2,28,1,1,-1.00E-01,0,0,0.456
3,16,2,29,1,0,-5.00E-02,1,0,0.354
3,16,2,30,1,0,5.000000e-02,1,0,0.487
3,16,2,31,1,1,1.000000e-01,0,0,0.479
3,16,2,32,1,0,-1.00E-01,1,0,0.248
3,16,2,33,1,0,1.000000e-01,1,0,0.314
3,16,2,34,1,1,1.000000e-01,0,0,0.303
3,16,2,35,1,1,5.000000e-02,0,0,0.496
3,16,2,36,1,1,0,0,0,0.784
3,16,2,37,1,0,5.000000e-02,1,0,0.451
3,16,2,38,1,1,-1.00E-01,0,0,0.66
3,16,2,39,1,1,-1.00E-01,0,0,0.54
3,16,2,40,1,0,1.000000e-01,1,0,0.372
3,17,2,1,1,1,5.000000e-02,0,0,0.295
3,17,2,2,1,1,1.000000e-01,0,0,0.311
3,17,2,3,1,0,-1.00E-01,1,0,0.254
3,17,2,4,1,0,1.000000e-01,1,0,0.432
3,17,2,5,1,0,-5.00E-02,1,0,0.257
3,17,2,6,1,1,5.000000e-02,0,0,0.339
3,17,2,7,1,1,-5.00E-02,1,1,0.329
3,17,2,8,1,1,1.000000e-01,0,0,0.825
3,17,2,9,1,0,1.000000e-01,1,0,0.338
3,17,2,10,1,0,5.000000e-02,1,0,0.479
3,17,2,11,1,0,-5.00E-02,1,0,0.32
3,17,2,12,1,0,-1.00E-01,1,0,0.327
3,17,2,13,1,0,-5.00E-02,1,0,0.229
3,17,2,14,1,1,5.000000e-02,0,0,0.568
3,17,2,15,1,0,5.000000e-02,1,0,0.38
3,17,2,16,1,1,-5.00E-02,0,0,0.873
3,17,2,17,1,0,1.000000e-01,1,0,0.377
3,17,2,18,1,1,0,0,0,0.765
3,17,2,19,1,0,0,1,0,0.369
3,17,2,20,1,0,-1.00E-01,1,0,0.302
3,17,2,21,1,1,1.000000e-01,0,0,0.254
3,17,2,22,1,1,-1.00E-01,0,0,0.512
3,17,2,23,1,0,1.000000e-01,1,0,0.414
3,17,2,24,1,1,-1.00E-01,0,0,0.489
3,17,2,25,1,1,-5.00E-02,0,0,0.449
3,17,2,26,1,0,-5.00E-02,1,0,0.203
3,17,2,27,1,0,5.000000e-02,1,0,0.55
3,17,2,28,1,0,0,1,0,0.211
3,17,2,29,1,1,-5.00E-02,0,0,0.319
3,17,2,30,1,1,-1.00E-01,0,0,0.43
3,17,2,31,1,1,-1.00E-01,0,0,0.535
3,17,2,32,1,1,0,0,0,0.38
3,17,2,33,1,0,-1.00E-01,1,0,0.273
3,17,2,34,1,1,0,0,0,0.37
3,17,2,35,1,0,0,1,0,0.63
3,17,2,36,1,1,5.000000e-02,0,0,0.305
3,17,2,37,1,0,0,1,0,0.495
3,17,2,38,1,1,0,0,0,0.439
3,17,2,39,1,0,5.000000e-02,1,0,0.466
3,17,2,40,1,1,1.000000e-01,0,0,0.307
3,18,2,1,1,1,0,0,0,0.61
3,18,2,2,1,0,-5.00E-02,1,0,0.261
3,18,2,3,1,1,1.000000e-01,0,0,0.205
3,18,2,4,1,0,0,1,0,0.123
3,18,2,5,1,1,-5.00E-02,0,0,0.192
3,18,2,6,1,0,0,1,0,0.197
3,18,2,7,1,0,5.000000e-02,1,0,0.224
3,18,2,8,1,0,1.000000e-01,1,0,0.219
3,18,2,9,1,0,-1.00E-01,1,0,0.166
3,18,2,10,1,0,5.000000e-02,1,0,0.171
3,18,2,11,1,1,-1.00E-01,0,0,0.232
3,18,2,12,1,0,0,1,0,0.216
3,18,2,13,1,0,-5.00E-02,1,0,0.213
3,18,2,14,1,1,1.000000e-01,0,0,0.327
3,18,2,15,1,1,1.000000e-01,0,0,0.261
3,18,2,16,1,0,0,1,0,0.199
3,18,2,17,1,1,5.000000e-02,1,1,0.138
3,18,2,18,1,1,0,0,0,0.281
3,18,2,19,1,0,1.000000e-01,1,0,0.249
3,18,2,20,1,0,-1.00E-01,1,0,0.339
3,18,2,21,1,0,-5.00E-02,1,0,0.273
3,18,2,22,1,0,5.000000e-02,1,0,0.194
3,18,2,23,1,1,5.000000e-02,0,0,1.358
3,18,2,24,1,0,5.000000e-02,1,0,0.299
3,18,2,25,1,1,-1.00E-01,0,0,0.425
3,18,2,26,1,1,-1.00E-01,1,1,0.204
3,18,2,27,1,1,-1.00E-01,0,0,0.214
3,18,2,28,1,1,5.000000e-02,0,0,0.195
3,18,2,29,1,0,-1.00E-01,1,0,0.447
3,18,2,30,1,1,1.000000e-01,0,0,0.32
3,18,2,31,1,0,1.000000e-01,0,1,0.303
3,18,2,32,1,0,1.000000e-01,1,0,0.414
3,18,2,33,1,0,-1.00E-01,1,0,0.266
3,18,2,34,1,1,-5.00E-02,0,0,0.282
3,18,2,35,1,1,-5.00E-02,0,0,0.29
3,18,2,36,1,1,0,0,0,0.554
3,18,2,37,1,1,-5.00E-02,0,0,0.432
3,18,2,38,1,1,5.000000e-02,0,0,0.4
3,18,2,39,1,0,-5.00E-02,1,0,0.42
3,18,2,40,1,1,0,0,0,0.623
3,19,1,1,0,0,5.000000e-02,1,1,0.783
3,19,1,2,0,1,-5.00E-02,1,0,0.713
3,19,1,3,0,0,-1.00E-01,0,0,0.585
3,19,1,4,0,0,0,0,0,0.613
3,19,1,5,0,1,0,1,0,0.823
3,19,1,6,0,0,-5.00E-02,0,0,0.85
3,19,1,7,0,1,-1.00E-01,1,0,0.691
3,19,1,8,0,1,0,1,0,0.762
3,19,1,9,0,0,5.000000e-02,0,0,0.92
3,19,1,10,0,0,-1.00E-01,0,0,0.549
3,19,1,11,0,1,-1.00E-01,1,0,0.363
3,19,1,12,0,0,0,1,1,1.009
3,19,1,13,0,0,-5.00E-02,0,0,0.747
3,19,1,14,0,1,-5.00E-02,1,0,1.456
3,19,1,15,0,1,0,1,0,1.569
3,19,1,16,0,1,1.000000e-01,1,0,0.604
3,19,1,17,0,0,5.000000e-02,0,0,0.632
3,19,1,18,0,1,1.000000e-01,1,0,0.562
3,19,1,19,0,1,5.000000e-02,1,0,0.423
3,19,1,20,0,1,5.000000e-02,1,0,0.432
3,19,1,21,0,0,0,0,0,0.556
3,19,1,22,0,1,-5.00E-02,1,0,0.617
3,19,1,23,0,0,1.000000e-01,0,0,1.275
3,19,1,24,0,0,0,0,0,0.763
3,19,1,25,0,1,1.000000e-01,1,0,0.28
3,19,1,26,0,1,5.000000e-02,1,0,0.423
3,19,1,27,0,1,-1.00E-01,1,0,0.379
3,19,1,28,0,0,-1.00E-01,0,0,0.383
3,19,1,29,0,0,-1.00E-01,0,0,0.604
3,19,1,30,0,0,-5.00E-02,0,0,0.519
3,19,1,31,0,0,-5.00E-02,0,0,0.405
3,19,1,32,0,1,-1.00E-01,1,0,0.29
3,19,1,33,0,1,5.000000e-02,1,0,0.249
3,19,1,34,0,0,1.000000e-01,0,0,0.433
3,19,1,35,0,1,-5.00E-02,1,0,0.332
3,19,1,36,0,0,5.000000e-02,0,0,0.874
3,19,1,37,0,0,1.000000e-01,0,0,1.002
3,19,1,38,0,0,1.000000e-01,0,0,0.965
3,19,1,39,0,1,0,1,0,0.361
3,19,1,40,0,1,1.000000e-01,1,0,0.655
3,20,2,1,1,1,-5.00E-02,0,0,0.641
3,20,2,2,1,0,-5.00E-02,1,0,0.267
3,20,2,3,1,0,1.000000e-01,1,0,0.316
3,20,2,4,1,0,-5.00E-02,1,0,0.37
3,20,2,5,1,0,1.000000e-01,1,0,0.392
3,20,2,6,1,1,0,0,0,0.38
3,20,2,7,1,0,-1.00E-01,1,0,0.663
3,20,2,8,1,0,5.000000e-02,1,0,0.457
3,20,2,9,1,0,0,1,0,0.377
3,20,2,10,1,0,5.000000e-02,1,0,0.398
3,20,2,11,1,1,-1.00E-01,0,0,0.45
3,20,2,12,1,1,-1.00E-01,0,0,0.451
3,20,2,13,1,0,-1.00E-01,1,0,0.413
3,20,2,14,1,0,1.000000e-01,1,0,0.525
3,20,2,15,1,1,1.000000e-01,0,0,0.684
3,20,2,16,1,0,1.000000e-01,1,0,0.467
3,20,2,17,1,1,5.000000e-02,0,0,0.468
3,20,2,18,1,1,1.000000e-01,0,0,0.604
3,20,2,19,1,0,-5.00E-02,1,0,0.6
3,20,2,20,1,1,0,0,0,0.579
3,20,2,21,1,1,-5.00E-02,0,0,0.536
3,20,2,22,1,1,-5.00E-02,0,0,1.101
3,20,2,23,1,0,0,1,0,0.763
3,20,2,24,1,1,1.000000e-01,0,0,0.384
3,20,2,25,1,0,-1.00E-01,1,0,1.596
3,20,2,26,1,0,0,1,0,0.448
3,20,2,27,1,1,0,0,0,0.433
3,20,2,28,1,1,0,0,0,0.332
3,20,2,29,1,1,-1.00E-01,0,0,0.401
3,20,2,30,1,1,5.000000e-02,0,0,0.507
3,20,2,31,1,0,0,1,0,0.612
3,20,2,32,1,1,-1.00E-01,0,0,0.575
3,20,2,33,1,0,-1.00E-01,1,0,0.371
3,20,2,34,1,1,5.000000e-02,0,0,0.551
3,20,2,35,1,1,1.000000e-01,0,0,0.413
3,20,2,36,1,1,5.000000e-02,0,0,0.497
3,20,2,37,1,0,5.000000e-02,1,0,0.535
3,20,2,38,1,0,5.000000e-02,1,0,0.566
3,20,2,39,1,0,-5.00E-02,1,0,0.569
3,20,2,40,1,1,-5.00E-02,0,0,0.319
4,1,1,1,0,0,-1.00E-01,0,0,1.777
4,1,1,2,0,0,-1.00E-01,1,1,1.18
4,1,1,3,0,0,-5.00E-02,1,1,1.35
4,1,1,4,0,1,1.000000e-01,1,0,0.708
4,1,1,5,0,0,1.000000e-01,0,0,1.65
4,1,1,6,0,1,-5.00E-02,1,0,0.827
4,1,1,7,0,1,0,1,0,0.573
4,1,1,8,0,0,1.000000e-01,1,1,0.444
4,1,1,9,0,1,5.000000e-02,1,0,0.437
4,1,1,10,0,1,5.000000e-02,1,0,0.582
4,1,1,11,0,0,5.000000e-02,1,1,0.595
4,1,1,12,0,1,1.000000e-01,1,0,1.007
4,1,1,13,0,0,0,1,1,0.529
4,1,1,14,0,1,-5.00E-02,1,0,0.464
4,1,1,15,0,0,0,1,1,0.584
4,1,1,16,0,0,-5.00E-02,1,1,0.557
4,1,1,17,0,1,-1.00E-01,1,0,0.458
4,1,1,18,0,1,5.000000e-02,1,0,0.499
4,1,1,19,0,1,0,1,0,1.066
4,1,1,20,0,0,1.000000e-01,0,0,0.402
4,1,1,21,0,0,0,0,0,1.342
4,1,1,22,0,0,-5.00E-02,0,0,1.291
4,1,1,23,0,1,-1.00E-01,1,0,0.362
4,1,1,24,0,1,0,1,0,0.608
4,1,1,25,0,0,1.000000e-01,0,0,0.427
4,1,1,26,0,0,5.000000e-02,0,0,0.462
4,1,1,27,0,1,1.000000e-01,1,0,0.343
4,1,1,28,0,1,-5.00E-02,1,0,0.299
4,1,1,29,0,1,1.000000e-01,1,0,0.484
4,1,1,30,0,1,-1.00E-01,1,0,0.46
4,1,1,31,0,0,5.000000e-02,0,0,0.668
4,1,1,32,0,0,5.000000e-02,1,1,0.638
4,1,1,33,0,0,-1.00E-01,1,1,1.871
4,1,1,34,0,1,5.000000e-02,0,1,1.775
4,1,1,35,0,0,0,0,0,0.665
4,1,1,36,0,1,-1.00E-01,1,0,0.827
4,1,1,37,0,0,-5.00E-02,1,1,0.556
4,1,1,38,0,1,-5.00E-02,1,0,1.787
4,1,1,39,0,1,0,1,0,0.358
4,1,1,40,0,0,-1.00E-01,0,0,0.395
4,2,2,1,1,0,-5.00E-02,0,1,1.931
4,2,2,2,1,1,5.000000e-02,0,0,0.576
