Subnum,nowblock,nowblocktype,nowtrial,ind_up_color,test_color,testspeed,keypress,opposite_to_ind_response,RT
1,1,1,1,0,0,-1.00E-01,1,1,1.263
1,1,1,2,0,0,-1.00E-01,0,0,0.78
1,1,1,3,0,0,-5.00E-02,1,1,0.983
1,1,1,4,0,1,1.00E-01,1,0,0.828
1,1,1,5,0,0,1.00E-01,1,1,0.805
1,1,1,6,0,1,-5.00E-02,1,0,0.929
1,1,1,7,0,1,0,1,0,0.784
1,1,1,8,0,0,1.00E-01,1,1,0.819
1,1,1,9,0,1,5.00E-02,1,0,0.773
1,1,1,10,0,1,5.00E-02,1,0,0.914
1,1,1,11,0,0,5.00E-02,1,1,1.224
1,1,1,12,0,1,1.00E-01,0,1,1.529
1,1,1,13,0,0,0,1,1,0.815
1,1,1,14,0,1,-5.00E-02,0,1,1.69
1,1,1,15,0,0,0,1,1,1.241
1,1,1,16,0,0,-5.00E-02,1,1,0.73
1,1,1,17,0,1,-1.00E-01,1,0,1.312
1,1,1,18,0,1,5.00E-02,1,0,1.236
1,1,1,19,0,1,0,0,1,1.047
1,1,1,20,0,0,1.00E-01,1,1,1.536
1,1,1,21,0,0,0,1,1,0.749
1,1,1,22,0,0,-5.00E-02,1,1,0.722
1,1,1,23,0,1,-1.00E-01,1,0,1.473
1,1,1,24,0,1,0,1,0,0.543
1,1,1,25,0,0,1.00E-01,1,1,0.575
1,1,1,26,0,0,5.00E-02,0,0,0.243
1,1,1,27,0,1,1.00E-01,1,0,1.013
1,1,1,28,0,1,-5.00E-02,1,0,0.608
1,1,1,29,0,1,1.00E-01,1,0,0.875
1,1,1,30,0,1,-1.00E-01,1,0,0.971
1,1,1,31,0,0,5.00E-02,1,1,1.127
1,1,1,32,0,0,5.00E-02,0,0,0.694
1,1,1,33,0,0,-1.00E-01,1,1,0.612
1,1,1,34,0,1,5.00E-02,0,1,1.057
1,1,1,35,0,0,0,1,1,0.529
1,1,1,36,0,1,-1.00E-01,0,1,0.999
1,1,1,37,0,0,-5.00E-02,1,1,0.538
1,1,1,38,0,1,-5.00E-02,1,0,0.696
1,1,1,39,0,1,0,1,0,0.624
1,1,1,40,0,0,-1.00E-01,1,1,0.505
1,2,2,1,1,0,-5.00E-02,1,0,1.238
1,2,2,2,1,1,5.00E-02,1,1,0.998
1,2,2,3,1,0,0,0,1,1.368
1,2,2,4,1,1,1.00E-01,1,1,0
1,2,2,5,1,1,1.00E-01,0,0,0.945
1,2,2,6,1,0,5.00E-02,1,0,0.526
1,2,2,7,1,0,0,1,0,0.541
1,2,2,8,1,1,1.00E-01,0,0,0.994
1,2,2,9,1,1,0,0,0,0.414
1,2,2,10,1,0,-1.00E-01,1,0,0.425
1,2,2,11,1,0,0,1,0,0.483
1,2,2,12,1,1,0,0,0,0.475
1,2,2,13,1,0,-1.00E-01,1,0,0.676
1,2,2,14,1,1,5.00E-02,0,0,0.739
1,2,2,15,1,0,1.00E-01,1,0,0.354
1,2,2,16,1,0,-5.00E-02,1,0,0.351
1,2,2,17,1,1,5.00E-02,0,0,0.516
1,2,2,18,1,1,-5.00E-02,0,0,0.907
1,2,2,19,1,0,5.00E-02,1,0,0.674
1,2,2,20,1,1,0,0,0,0.739
1,2,2,21,1,1,-5.00E-02,1,1,0.505
1,2,2,22,1,0,1.00E-01,0,1,1.271
1,2,2,23,1,1,-1.00E-01,0,0,0.952
1,2,2,24,1,0,-1.00E-01,1,0,0.461
1,2,2,25,1,0,-1.00E-01,1,0,0.772
1,2,2,26,1,1,-1.00E-01,1,1,0.953
1,2,2,27,1,1,-1.00E-01,1,1,1.559
1,2,2,28,1,0,5.00E-02,1,0,1.035
1,2,2,29,1,0,5.00E-02,0,1,1.02
1,2,2,30,1,1,-1.00E-01,1,1,0.351
1,2,2,31,1,0,1.00E-01,0,1,0.021
1,2,2,32,1,1,0,1,1,0.456
1,2,2,33,1,0,0,1,0,0.505
1,2,2,34,1,0,-5.00E-02,1,0,0.584
1,2,2,35,1,1,1.00E-01,0,0,0.54
1,2,2,36,1,0,1.00E-01,1,0,0.394
1,2,2,37,1,1,-5.00E-02,1,1,1.126
1,2,2,38,1,1,-5.00E-02,1,1,0.588
1,2,2,39,1,0,-5.00E-02,1,0,0.414
1,2,2,40,1,1,5.00E-02,0,0,0.601
1,3,2,1,1,1,-1.00E-01,0,0,1.401
1,3,2,2,1,1,-1.00E-01,0,0,1.283
1,3,2,3,1,0,-5.00E-02,1,0,0.323
1,3,2,4,1,1,5.00E-02,1,1,0.69
1,3,2,5,1,0,5.00E-02,1,0,0.745
1,3,2,6,1,0,-1.00E-01,1,0,0.582
1,3,2,7,1,0,0,1,0,0.643
1,3,2,8,1,0,0,1,0,0.725
1,3,2,9,1,1,0,1,1,0.707
1,3,2,10,1,1,-5.00E-02,0,0,0.588
1,3,2,11,1,1,-5.00E-02,1,1,1.381
1,3,2,12,1,1,5.00E-02,1,1,0.674
1,3,2,13,1,0,-1.00E-01,1,0,0.514
1,3,2,14,1,1,5.00E-02,0,0,0.593
1,3,2,15,1,0,0,0,1,0.724
1,3,2,16,1,0,5.00E-02,1,0,0.427
1,3,2,17,1,0,-1.00E-01,1,0,0.724
1,3,2,18,1,1,1.00E-01,0,0,0.788
1,3,2,19,1,0,-1.00E-01,1,0,0.895
1,3,2,20,1,1,1.00E-01,0,0,1.135
1,3,2,21,1,0,-5.00E-02,1,0,0.917
1,3,2,22,1,0,-5.00E-02,1,0,0.658
1,3,2,23,1,0,-5.00E-02,0,1,1.468
1,3,2,24,1,0,1.00E-01,1,0,0.564
1,3,2,25,1,1,-5.00E-02,0,0,0.631
1,3,2,26,1,1,-5.00E-02,0,0,2.154
1,3,2,27,1,1,0,1,1,0.782
1,3,2,28,1,1,5.00E-02,0,0,0.586
1,3,2,29,1,0,1.00E-01,1,0,0.486
1,3,2,30,1,1,-1.00E-01,1,1,1.237
1,3,2,31,1,1,-1.00E-01,1,1,1.391
1,3,2,32,1,0,5.00E-02,0,1,1.018
1,3,2,33,1,0,5.00E-02,0,1,0.611
1,3,2,34,1,1,0,1,1,1.095
1,3,2,35,1,1,1.00E-01,1,1,1.471
1,3,2,36,1,1,0,0,0,1.071
1,3,2,37,1,1,1.00E-01,0,0,0.735
1,3,2,38,1,0,0,1,0,0.732
1,3,2,39,1,0,1.00E-01,1,0,0.722
1,3,2,40,1,0,1.00E-01,1,0,0.696
1,4,2,1,1,0,0,1,0,1.654
1,4,2,2,1,0,-5.00E-02,1,0,0.902
1,4,2,3,1,0,5.00E-02,1,0,0.533
1,4,2,4,1,1,5.00E-02,0,0,0.491
1,4,2,5,1,1,5.00E-02,1,1,0.459
1,4,2,6,1,1,0,1,1,1.02
1,4,2,7,1,0,-1.00E-01,1,0,0.43
1,4,2,8,1,1,5.00E-02,0,0,0.784
1,4,2,9,1,1,0,1,1,0.5
1,4,2,10,1,1,-5.00E-02,1,1,9.764
1,4,2,11,1,0,1.00E-01,0,1,29.649
1,4,2,12,1,0,-1.00E-01,1,0,0.388
1,4,2,13,1,0,-5.00E-02,1,0,1.264
1,4,2,14,1,1,0,0,0,0.505
1,4,2,15,1,1,-1.00E-01,0,0,0.552
1,4,2,16,1,1,-5.00E-02,1,1,0.598
1,4,2,17,1,0,-1.00E-01,1,0,0.433
1,4,2,18,1,1,1.00E-01,0,0,0.267
1,4,2,19,1,1,1.00E-01,1,1,0.251
1,4,2,20,1,1,1.00E-01,0,0,0.155
1,4,2,21,1,0,1.00E-01,1,0,0.17
1,4,2,22,1,0,5.00E-02,1,0,0.446
1,4,2,23,1,0,-1.00E-01,1,0,0.48
1,4,2,24,1,1,5.00E-02,0,0,0.417
1,4,2,25,1,1,-1.00E-01,0,0,0.723
1,4,2,26,1,0,-5.00E-02,1,0,0.33
1,4,2,27,1,1,-5.00E-02,0,0,0.56
1,4,2,28,1,1,0,0,0,0.79
1,4,2,29,1,0,-5.00E-02,1,0,0.545
1,4,2,30,1,0,0,1,0,0.295
1,4,2,31,1,0,1.00E-01,1,0,1.008
1,4,2,32,1,0,5.00E-02,1,0,0.562
1,4,2,33,1,1,-1.00E-01,1,1,1.175
1,4,2,34,1,0,0,0,1,0.499
1,4,2,35,1,1,-5.00E-02,1,1,0.082
1,4,2,36,1,0,5.00E-02,1,0,0.562
1,4,2,37,1,0,1.00E-01,1,0,0.272
1,4,2,38,1,0,0,1,0,0.28
1,4,2,39,1,1,-1.00E-01,1,1,0.537
1,4,2,40,1,1,1.00E-01,0,0,0.519
1,5,1,1,0,1,1.00E-01,1,0,0.803
1,5,1,2,0,1,5.00E-02,0,1,0.823
1,5,1,3,0,0,1.00E-01,1,1,0.865
1,5,1,4,0,1,-5.00E-02,1,0,0.506
1,5,1,5,0,0,5.00E-02,1,1,0.937
1,5,1,6,0,1,-5.00E-02,0,1,0.647
1,5,1,7,0,1,5.00E-02,0,1,0.696
1,5,1,8,0,0,0,0,0,0.807
1,5,1,9,0,1,0,1,0,0.514
1,5,1,10,0,0,-1.00E-01,1,1,0.441
1,5,1,11,0,1,0,1,0,0.602
1,5,1,12,0,0,0,1,1,0.534
1,5,1,13,0,0,5.00E-02,1,1,0.492
1,5,1,14,0,1,1.00E-01,1,0,0.9
1,5,1,15,0,0,5.00E-02,1,1,1.131
1,5,1,16,0,1,1.00E-01,0,1,0.848
1,5,1,17,0,1,-1.00E-01,1,0,0.513
1,5,1,18,0,0,-1.00E-01,0,0,0.92
1,5,1,19,0,0,-1.00E-01,1,1,0.687
1,5,1,20,0,0,1.00E-01,1,1,0.615
1,5,1,21,0,0,-5.00E-02,1,1,0.577
1,5,1,22,0,1,-1.00E-01,1,0,0.67
1,5,1,23,0,0,-5.00E-02,1,1,0.918
1,5,1,24,0,0,-1.00E-01,1,1,0.675
1,5,1,25,0,1,-5.00E-02,1,0,0.661
1,5,1,26,0,0,5.00E-02,0,0,0.494
1,5,1,27,0,0,-5.00E-02,1,1,0.667
1,5,1,28,0,0,0,1,1,0.663
1,5,1,29,0,1,0,0,1,0.655
1,5,1,30,0,0,1.00E-01,1,1,0.928
1,5,1,31,0,1,1.00E-01,0,1,1.263
1,5,1,32,0,0,-5.00E-02,1,1,0.654
1,5,1,33,0,1,5.00E-02,1,0,0.6
1,5,1,34,0,1,0,1,0,0.924
1,5,1,35,0,0,1.00E-01,1,1,0.417
1,5,1,36,0,1,5.00E-02,1,0,0.659
1,5,1,37,0,1,-5.00E-02,1,0,0.654
1,5,1,38,0,1,-1.00E-01,1,0,0.655
1,5,1,39,0,1,-1.00E-01,0,1,0.28
1,5,1,40,0,0,0,1,1,0.215
1,6,1,1,0,0,1.00E-01,0,0,1.153
1,6,1,2,0,0,-1.00E-01,1,1,0.278
1,6,1,3,0,1,5.00E-02,0,1,0.974
1,6,1,4,0,1,-1.00E-01,1,0,0.834
1,6,1,5,0,1,-1.00E-01,1,0,2.82
1,6,1,6,0,0,5.00E-02,0,0,0.477
1,6,1,7,0,1,-5.00E-02,1,0,0.43
1,6,1,8,0,0,0,0,0,0.672
1,6,1,9,0,1,-5.00E-02,1,0,0.607
1,6,1,10,0,1,0,1,0,0.667
1,6,1,11,0,1,-5.00E-02,0,1,0.475
1,6,1,12,0,0,-5.00E-02,1,1,0.684
1,6,1,13,0,1,1.00E-01,1,0,0.684
1,6,1,14,0,1,1.00E-01,0,1,1.339
1,6,1,15,0,0,1.00E-01,1,1,0.289
1,6,1,16,0,0,5.00E-02,1,1,0.169
1,6,1,17,0,1,1.00E-01,1,0,0.59
1,6,1,18,0,0,1.00E-01,0,0,0.482
1,6,1,19,0,0,0,1,1,0.442
1,6,1,20,0,1,1.00E-01,0,1,0.747
1,6,1,21,0,1,5.00E-02,1,0,0.521
1,6,1,22,0,0,-5.00E-02,1,1,0.575
1,6,1,23,0,0,-1.00E-01,1,1,0.508
1,6,1,24,0,1,-5.00E-02,1,0,0.467
1,6,1,25,0,1,5.00E-02,1,0,0.5
1,6,1,26,0,1,0,1,0,0.555
1,6,1,27,0,1,0,1,0,0.569
1,6,1,28,0,0,1.00E-01,0,0,0.564
1,6,1,29,0,0,-1.00E-01,1,1,0.242
1,6,1,30,0,0,5.00E-02,0,0,0.452
1,6,1,31,0,1,-1.00E-01,1,0,0.381
1,6,1,32,0,0,-5.00E-02,1,1,0.329
1,6,1,33,0,1,-1.00E-01,0,1,0.608
1,6,1,34,0,0,-1.00E-01,1,1,0.33
1,6,1,35,0,0,0,0,0,0.569
1,6,1,36,0,1,5.00E-02,1,0,0.558
1,6,1,37,0,1,0,0,1,0.595
1,6,1,38,0,0,5.00E-02,1,1,0.366
1,6,1,39,0,0,0,0,0,0.555
1,6,1,40,0,0,-5.00E-02,1,1,0.545
1,7,1,1,0,1,-5.00E-02,0,1,1.934
1,7,1,2,0,1,5.00E-02,1,0,0.803
1,7,1,3,0,0,-1.00E-01,1,1,0.582
1,7,1,4,0,0,1.00E-01,1,1,0.65
1,7,1,5,0,1,5.00E-02,1,0,1.459
1,7,1,6,0,1,-5.00E-02,1,0,0.595
1,7,1,7,0,0,0,1,1,0.582
1,7,1,8,0,0,1.00E-01,0,0,0.651
1,7,1,9,0,0,0,1,1,0.411
1,7,1,10,0,1,5.00E-02,0,1,0.606
1,7,1,11,0,1,0,1,0,0.625
1,7,1,12,0,0,1.00E-01,1,1,0.597
1,7,1,13,0,0,5.00E-02,0,0,0.361
1,7,1,14,0,0,0,1,1,0.262
1,7,1,15,0,1,-1.00E-01,1,0,0.432
1,7,1,16,0,1,1.00E-01,1,0,0.441
1,7,1,17,0,1,1.00E-01,1,0,0.372
1,7,1,18,0,1,0,1,0,0.432
1,7,1,19,0,0,5.00E-02,0,0,0.698
1,7,1,20,0,1,-5.00E-02,1,0,0.385
1,7,1,21,0,0,-1.00E-01,1,1,0.397
1,7,1,22,0,0,-1.00E-01,0,0,0.456
1,7,1,23,0,0,-5.00E-02,1,1,0.138
1,7,1,24,0,1,5.00E-02,1,0,0.072
1,7,1,25,0,0,5.00E-02,0,0,0.521
1,7,1,26,0,0,-5.00E-02,1,1,0.927
1,7,1,27,0,0,-5.00E-02,0,0,0.486
1,7,1,28,0,1,-1.00E-01,1,0,0.31
1,7,1,29,0,0,5.00E-02,0,0,1.029
1,7,1,30,0,0,-1.00E-01,1,1,0.559
1,7,1,31,0,0,-5.00E-02,1,1,0.49
1,7,1,32,0,1,1.00E-01,1,0,0.555
1,7,1,33,0,0,0,1,1,1.105
1,7,1,34,0,1,-5.00E-02,0,1,0.719
1,7,1,35,0,1,-1.00E-01,0,1,0.67
1,7,1,36,0,1,0,1,0,0.19
1,7,1,37,0,1,0,1,0,0.539
1,7,1,38,0,0,1.00E-01,0,0,0.328
1,7,1,39,0,1,-1.00E-01,1,0,0.343
1,7,1,40,0,1,1.00E-01,0,1,0.581
1,8,1,1,0,1,-1.00E-01,1,0,0.765
1,8,1,2,0,1,-1.00E-01,1,0,0.433
1,8,1,3,0,1,-5.00E-02,1,0,0.363
1,8,1,4,0,1,5.00E-02,0,1,0.144
1,8,1,5,0,1,5.00E-02,1,0,0.366
1,8,1,6,0,0,1.00E-01,1,1,0.411
1,8,1,7,0,0,0,1,1,0.542
1,8,1,8,0,0,1.00E-01,1,1,0.476
1,8,1,9,0,0,-5.00E-02,1,1,0.388
1,8,1,10,0,0,0,1,1,0.512
1,8,1,11,0,0,-5.00E-02,1,1,0.703
1,8,1,12,0,1,-1.00E-01,1,0,0.494
1,8,1,13,0,0,-1.00E-01,1,1,0.782
1,8,1,14,0,0,5.00E-02,1,1,0.784
1,8,1,15,0,1,1.00E-01,0,1,0.469
1,8,1,16,0,0,-1.00E-01,0,0,0.822
1,8,1,17,0,1,-5.00E-02,1,0,0.632
1,8,1,18,0,0,5.00E-02,1,1,0.315
1,8,1,19,0,1,-1.00E-01,0,1,0.896
1,8,1,20,0,1,0,1,0,0.624
1,8,1,21,0,0,1.00E-01,1,1,0.114
1,8,1,22,0,0,-5.00E-02,0,0,0.194
1,8,1,23,0,0,-1.00E-01,1,1,0.269
1,8,1,24,0,0,-1.00E-01,1,1,0.335
1,8,1,25,0,1,0,1,0,0.381
1,8,1,26,0,0,5.00E-02,0,0,0.273
1,8,1,27,0,1,1.00E-01,1,0,0.458
1,8,1,28,0,1,5.00E-02,1,0,0.387
1,8,1,29,0,1,0,1,0,0.319
1,8,1,30,0,0,0,1,1,0.397
1,8,1,31,0,1,5.00E-02,1,0,0.505
1,8,1,32,0,1,-5.00E-02,1,0,0.393
1,8,1,33,0,0,5.00E-02,1,1,0.413
1,8,1,34,0,1,0,1,0,0.511
1,8,1,35,0,1,1.00E-01,1,0,0.342
1,8,1,36,0,0,-5.00E-02,1,1,0.42
1,8,1,37,0,0,1.00E-01,1,1,0.455
1,8,1,38,0,1,1.00E-01,1,0,0.528
1,8,1,39,0,0,0,1,1,0.207
1,8,1,40,0,1,-5.00E-02,1,0,0.386
1,9,1,1,0,1,5.00E-02,1,0,0.72
1,9,1,2,0,1,-1.00E-01,0,1,0.767
1,9,1,3,0,0,1.00E-01,1,1,0.219
1,9,1,4,0,0,-5.00E-02,1,1,0.573
1,9,1,5,0,0,1.00E-01,1,1,0.456
1,9,1,6,0,0,-5.00E-02,1,1,0.378
1,9,1,7,0,0,5.00E-02,1,1,0.391
1,9,1,8,0,0,0,1,1,0.364
1,9,1,9,0,1,-5.00E-02,1,0,0.537
1,9,1,10,0,0,0,1,1,0.43
1,9,1,11,0,0,-1.00E-01,1,1,0.635
1,9,1,12,0,1,0,1,0,1.045
1,9,1,13,0,1,1.00E-01,0,1,0.246
1,9,1,14,0,0,0,0,0,0.632
1,9,1,15,0,0,1.00E-01,0,0,2.434
1,9,1,16,0,0,1.00E-01,1,1,0.603
1,9,1,17,0,1,0,1,0,0.66
1,9,1,18,0,0,-1.00E-01,1,1,0.781
1,9,1,19,0,1,5.00E-02,1,0,0.634
1,9,1,20,0,1,5.00E-02,1,0,0.452
1,9,1,21,0,1,-1.00E-01,1,0,0.406
1,9,1,22,0,0,-1.00E-01,1,1,1.145
1,9,1,23,0,0,-5.00E-02,1,1,0.47
1,9,1,24,0,0,5.00E-02,1,1,0.511
1,9,1,25,0,1,1.00E-01,1,0,0.59
1,9,1,26,0,1,-5.00E-02,1,0,0.801
1,9,1,27,0,1,0,0,1,1.34
1,9,1,28,0,0,5.00E-02,1,1,0.761
1,9,1,29,0,0,-5.00E-02,1,1,0.95
1,9,1,30,0,0,5.00E-02,0,0,0.955
1,9,1,31,0,1,1.00E-01,1,0,0.631
1,9,1,32,0,1,0,0,1,1.473
1,9,1,33,0,1,-1.00E-01,0,1,1.329
1,9,1,34,0,1,-5.00E-02,0,1,1.047
1,9,1,35,0,0,0,1,1,0.778
1,9,1,36,0,0,-1.00E-01,1,1,0.612
1,9,1,37,0,1,1.00E-01,1,0,0.664
1,9,1,38,0,1,5.00E-02,1,0,0.679
1,9,1,39,0,1,-5.00E-02,1,0,0.368
1,9,1,40,0,1,-1.00E-01,1,0,0.844
1,10,1,1,0,1,5.00E-02,1,0,0.694
1,10,1,2,0,0,0,1,1,0.813
1,10,1,3,0,0,1.00E-01,0,0,0.792
1,10,1,4,0,1,-5.00E-02,1,0,0.588
1,10,1,5,0,0,5.00E-02,1,1,0.424
1,10,1,6,0,1,5.00E-02,0,1,0.746
1,10,1,7,0,0,-5.00E-02,1,1,0.352
1,10,1,8,0,1,0,1,0,0.365
1,10,1,9,0,1,-1.00E-01,1,0,0.386
1,10,1,10,0,1,-1.00E-01,1,0,0.35
1,10,1,11,0,1,0,1,0,0.651
1,10,1,12,0,0,-5.00E-02,0,0,1.507
1,10,1,13,0,0,0,1,1,0.627
1,10,1,14,0,1,-1.00E-01,0,1,1.413
1,10,1,15,0,1,1.00E-01,1,0,0.721
1,10,1,16,0,1,0,1,0,0.999
1,10,1,17,0,1,5.00E-02,0,1,1.201
1,10,1,18,0,1,-1.00E-01,0,1,0.86
1,10,1,19,0,0,-1.00E-01,1,1,0.493
1,10,1,20,0,0,-5.00E-02,0,0,0.917
1,10,1,21,0,0,0,1,1,0.579
1,10,1,22,0,0,1.00E-01,1,1,0.344
1,10,1,23,0,0,1.00E-01,1,1,0.925
1,10,1,24,0,1,1.00E-01,1,0,0.436
1,10,1,25,0,0,-1.00E-01,1,1,0.974
1,10,1,26,0,1,5.00E-02,1,0,0.378
1,10,1,27,0,1,-5.00E-02,1,0,0.23
1,10,1,28,0,1,1.00E-01,1,0,0.273
1,10,1,29,0,0,-5.00E-02,1,1,0.394
1,10,1,30,0,0,0,1,1,0.542
1,10,1,31,0,1,-5.00E-02,0,1,0.676
1,10,1,32,0,0,-1.00E-01,1,1,0.316
1,10,1,33,0,0,-1.00E-01,1,1,0.427
1,10,1,34,0,0,5.00E-02,1,1,0.389
1,10,1,35,0,1,1.00E-01,0,1,0.466
1,10,1,36,0,1,-5.00E-02,1,0,0.29
1,10,1,37,0,0,5.00E-02,1,1,0.305
1,10,1,38,0,0,5.00E-02,1,1,0.436
1,10,1,39,0,1,0,1,0,0.407
1,10,1,40,0,0,1.00E-01,1,1,0.41
1,11,1,1,0,1,0,1,0,0.731
1,11,1,2,0,1,1.00E-01,1,0,0.592
1,11,1,3,0,1,-5.00E-02,1,0,0.547
1,11,1,4,0,1,1.00E-01,0,1,0.152
1,11,1,5,0,0,0,0,0,1.094
1,11,1,6,0,1,5.00E-02,1,0,0.444
1,11,1,7,0,0,5.00E-02,1,1,0.406
1,11,1,8,0,0,-1.00E-01,1,1,0.417
1,11,1,9,0,0,-5.00E-02,1,1,0.323
1,11,1,10,0,0,1.00E-01,1,1,0.219
1,11,1,11,0,1,-1.00E-01,1,0,0.494
1,11,1,12,0,1,-1.00E-01,0,1,0.63
1,11,1,13,0,0,-1.00E-01,1,1,0.064
1,11,1,14,0,0,5.00E-02,1,1,0.441
1,11,1,15,0,1,5.00E-02,1,0,0.403
1,11,1,16,0,1,-1.00E-01,0,1,0.822
1,11,1,17,0,0,5.00E-02,1,1,0.151
1,11,1,18,0,0,-1.00E-01,1,1,0.238
1,11,1,19,0,0,1.00E-01,0,0,0.145
1,11,1,20,0,0,5.00E-02,1,1,0.341
1,11,1,21,0,0,0,1,1,0.211
1,11,1,22,0,1,-5.00E-02,0,1,0.015
1,11,1,23,0,1,0,1,0,0
1,11,1,24,0,0,0,1,1,0.405
1,11,1,25,0,1,0,0,1,0.528
1,11,1,26,0,1,1.00E-01,1,0,0.501
1,11,1,27,0,1,5.00E-02,1,0,0.397
1,11,1,28,0,1,5.00E-02,0,1,0.969
1,11,1,29,0,0,-5.00E-02,1,1,0.301
1,11,1,30,0,1,0,1,0,0.405
1,11,1,31,0,0,-1.00E-01,1,1,0.712
1,11,1,32,0,1,1.00E-01,1,0,0.415
1,11,1,33,0,0,-5.00E-02,0,0,0.874
1,11,1,34,0,1,-1.00E-01,1,0,0.218
1,11,1,35,0,0,1.00E-01,1,1,0.077
1,11,1,36,0,0,0,0,0,0.486
1,11,1,37,0,1,-5.00E-02,1,0,0.165
1,11,1,38,0,0,1.00E-01,1,1,0.154
1,11,1,39,0,1,-5.00E-02,1,0,0.216
1,11,1,40,0,0,-5.00E-02,1,1,0.467
1,12,1,1,0,0,-1.00E-01,1,1,0.785
1,12,1,2,0,1,-1.00E-01,0,1,1.02
1,12,1,3,0,1,0,1,0,0.575
1,12,1,4,0,0,5.00E-02,0,0,0.572
1,12,1,5,0,1,1.00E-01,1,0,0.343
1,12,1,6,0,1,0,0,1,0.63
1,12,1,7,0,1,5.00E-02,1,0,0.776
1,12,1,8,0,1,-1.00E-01,1,0,0.547
1,12,1,9,0,0,1.00E-01,1,1,0.618
1,12,1,10,0,0,1.00E-01,0,0,0.436
1,12,1,11,0,1,0,0,1,0.375
1,12,1,12,0,1,5.00E-02,1,0,0.523
1,12,1,13,0,1,1.00E-01,1,0,0.665
1,12,1,14,0,0,-1.00E-01,1,1,0.466
1,12,1,15,0,0,-5.00E-02,1,1,0.569
1,12,1,16,0,1,-5.00E-02,1,0,0.472
1,12,1,17,0,0,5.00E-02,0,0,0.408
1,12,1,18,0,0,0,1,1,0.219
1,12,1,19,0,1,5.00E-02,1,0,0.51
1,12,1,20,0,0,-1.00E-01,1,1,0.525
1,12,1,21,0,0,-1.00E-01,1,1,0.579
1,12,1,22,0,1,-5.00E-02,0,1,0.392
1,12,1,23,0,1,-5.00E-02,1,0,0.315
1,12,1,24,0,1,0,0,1,46.49
1,12,1,25,0,0,1.00E-01,1,1,0.399
1,12,1,26,0,1,1.00E-01,1,0,0.561
1,12,1,27,0,0,0,1,1,0.775
1,12,1,28,0,0,1.00E-01,1,1,0.571
1,12,1,29,0,1,1.00E-01,1,0,0.687
1,12,1,30,0,0,-5.00E-02,0,0,0.615
1,12,1,31,0,0,0,1,1,0.458
1,12,1,32,0,0,-5.00E-02,1,1,0.467
1,12,1,33,0,0,5.00E-02,1,1,1.019
1,12,1,34,0,0,0,1,1,0.614
1,12,1,35,0,0,-5.00E-02,0,0,0.664
1,12,1,36,0,1,-5.00E-02,1,0,0.289
1,12,1,37,0,1,-1.00E-01,1,0,0.704
1,12,1,38,0,1,-1.00E-01,1,0,2.392
1,12,1,39,0,0,5.00E-02,1,1,0.659
1,12,1,40,0,1,5.00E-02,1,0,0.636
1,13,2,1,1,0,0,1,0,0.978
1,13,2,2,1,1,-5.00E-02,0,0,0.926
1,13,2,3,1,0,-5.00E-02,0,1,0.989
1,13,2,4,1,1,-1.00E-01,1,1,0.736
1,13,2,5,1,0,0,1,0,0.478
1,13,2,6,1,0,-1.00E-01,1,0,0.357
1,13,2,7,1,0,-1.00E-01,1,0,0.548
1,13,2,8,1,0,-1.00E-01,1,0,0.945
1,13,2,9,1,0,1.00E-01,1,0,0.48
1,13,2,10,1,1,1.00E-01,1,1,0.464
1,13,2,11,1,1,1.00E-01,1,1,0.736
1,13,2,12,1,1,0,0,0,0.685
1,13,2,13,1,1,-5.00E-02,1,1,0.438
1,13,2,14,1,0,1.00E-01,1,0,0.719
1,13,2,15,1,1,-1.00E-01,1,1,0.428
1,13,2,16,1,1,-1.00E-01,0,0,0.52
1,13,2,17,1,1,5.00E-02,1,1,0.319
1,13,2,18,1,1,1.00E-01,1,1,0.51
1,13,2,19,1,1,-1.00E-01,1,1,0.549
1,13,2,20,1,1,5.00E-02,1,1,0.666
1,13,2,21,1,0,0,0,1,0.642
1,13,2,22,1,0,0,1,0,0.596
1,13,2,23,1,0,5.00E-02,0,1,0.719
1,13,2,24,1,1,1.00E-01,1,1,0.31
1,13,2,25,1,1,-5.00E-02,1,1,0.237
1,13,2,26,1,0,5.00E-02,0,1,0.655
1,13,2,27,1,1,-5.00E-02,1,1,1.024
1,13,2,28,1,0,-5.00E-02,1,0,0.499
1,13,2,29,1,0,-5.00E-02,1,0,0.514
1,13,2,30,1,0,-1.00E-01,1,0,0.353
1,13,2,31,1,1,5.00E-02,0,0,0.542
1,13,2,32,1,0,-5.00E-02,1,0,0.348
1,13,2,33,1,1,0,1,1,0.681
1,13,2,34,1,0,1.00E-01,1,0,0.696
1,13,2,35,1,1,0,1,1,0.68
1,13,2,36,1,0,5.00E-02,0,1,0.713
1,13,2,37,1,0,5.00E-02,1,0,0
1,13,2,38,1,1,0,0,0,0.547
1,13,2,39,1,1,5.00E-02,1,1,0.417
1,13,2,40,1,0,1.00E-01,0,1,0.54
1,14,2,1,1,0,0,1,0,0.433
1,14,2,2,1,1,-5.00E-02,1,1,0.235
1,14,2,3,1,0,1.00E-01,1,0,0.189
1,14,2,4,1,0,-5.00E-02,0,1,0.433
1,14,2,5,1,1,5.00E-02,0,0,0.803
1,14,2,6,1,1,0,1,1,0.886
1,14,2,7,1,0,5.00E-02,0,1,0.758
1,14,2,8,1,0,-1.00E-01,0,1,0.427
