Subnum,nowblock,nowblocktype,nowtrial,ind_up_color,test_color,testspeed,leftorright,keypress,RT
4,5,3,7,0,1,-3.000000e-01,1,1,0.836
4,5,3,8,0,0,-3.000000e-01,1,0,0.613
4,5,3,9,0,0,-6.000000e-01,1,0,0.416
4,5,3,10,0,1,0,1,0,0.401
4,5,3,11,0,0,0,0,0,0.526
4,5,3,12,0,0,-3.000000e-01,0,0,0.365
4,5,3,13,0,1,3.000000e-01,1,1,0.441
4,5,3,14,0,1,6.000000e-01,0,1,0.355
4,5,3,15,0,0,-6.000000e-01,1,0,0.481
4,5,3,16,0,0,-3.000000e-01,1,0,0.608
4,5,3,17,0,1,0,0,0,0.483
4,5,3,18,0,0,3.000000e-01,1,1,0.403
4,5,3,19,0,1,3.000000e-01,0,1,0.431
4,5,3,20,0,1,-6.000000e-01,0,0,0.385
4,5,3,21,0,1,6.000000e-01,0,1,0.373
4,5,3,22,0,1,3.000000e-01,1,1,0.442
4,5,3,23,0,0,6.000000e-01,1,1,0.356
4,5,3,24,0,1,-3.000000e-01,1,0,0.385
4,5,3,25,0,1,6.000000e-01,1,1,0.373
4,5,3,26,0,1,-3.000000e-01,1,0,0.521
4,5,3,27,0,0,3.000000e-01,1,1,0.353
4,5,3,28,0,0,3.000000e-01,0,1,0.486
4,5,3,29,0,0,3.000000e-01,1,1,0.398
4,5,3,30,0,0,-6.000000e-01,1,0,0.401
4,5,3,31,0,1,3.000000e-01,0,1,0.460
4,5,3,32,0,1,-6.000000e-01,0,0,0.477
4,5,3,33,0,0,6.000000e-01,1,1,0.375
4,5,3,34,0,1,0,0,1,0.587
4,5,3,35,0,0,0,1,0,0.495
4,5,3,36,0,1,-6.000000e-01,0,0,0.391
4,5,3,37,0,0,-6.000000e-01,1,0,0.411
4,5,3,38,0,1,0,0,0,1.286
4,5,3,39,0,0,-3.000000e-01,0,0,0.557
4,5,3,40,0,0,6.000000e-01,1,1,0.355
4,6,1,1,0,1,-6.000000e-01,0,0,0.503
4,6,1,2,0,1,0,0,1,0.502
4,6,1,3,0,1,6.000000e-01,0,1,0.557
4,6,1,4,0,1,-3.000000e-01,1,0,0.419
4,6,1,5,0,1,-3.000000e-01,1,0,0.382
4,6,1,6,0,0,-6.000000e-01,0,0,0.442
4,6,1,7,0,0,0,1,0,0.484
4,6,1,8,0,0,0,0,1,0.540
4,6,1,9,0,1,3.000000e-01,0,1,0.458
4,6,1,10,0,0,-3.000000e-01,1,0,0.411
4,6,1,11,0,1,-3.000000e-01,0,0,0.486
4,6,1,12,0,0,6.000000e-01,0,0,0.590
4,6,1,13,0,1,6.000000e-01,0,1,0.594
4,6,1,14,0,0,3.000000e-01,0,1,0.494
4,6,1,15,0,1,0,0,1,0.692
4,6,1,16,0,0,6.000000e-01,0,1,0.438
4,6,1,17,0,1,6.000000e-01,0,1,0.864
4,6,1,18,0,0,-6.000000e-01,1,0,0.463
4,6,1,19,0,1,6.000000e-01,0,1,0.490
4,6,1,20,0,0,0,1,1,0.624
4,6,1,21,0,1,3.000000e-01,0,1,0.587
4,6,1,22,0,1,-3.000000e-01,0,0,0.511
4,6,1,23,0,0,3.000000e-01,1,1,0.437
4,6,1,24,0,1,-6.000000e-01,1,0,0.512
4,6,1,25,0,1,3.000000e-01,0,1,0.479
4,6,1,26,0,0,3.000000e-01,1,1,0.944
4,6,1,27,0,0,-6.000000e-01,0,0,0.389
4,6,1,28,0,0,-6.000000e-01,0,0,0.369
4,6,1,29,0,1,-6.000000e-01,0,0,0.430
4,6,1,30,0,1,-6.000000e-01,1,0,0.392
4,6,1,31,0,1,3.000000e-01,0,1,0.380
4,6,1,32,0,0,-3.000000e-01,0,0,0.576
4,6,1,33,0,0,-3.000000e-01,0,0,0.501
4,6,1,34,0,0,-3.000000e-01,0,0,0.500
4,6,1,35,0,0,3.000000e-01,0,1,0.579
4,6,1,36,0,0,6.000000e-01,1,1,0.472
4,6,1,37,0,0,0,1,1,0.656
4,6,1,38,0,1,0,1,0,0.634
4,6,1,39,0,1,0,1,1,0.659
4,6,1,40,0,0,6.000000e-01,0,1,0.628
4,7,3,1,0,0,6.000000e-01,0,1,0.523
4,7,3,2,0,1,0,1,0,0.650
4,7,3,3,0,1,-6.000000e-01,0,0,0.371
4,7,3,4,0,1,3.000000e-01,1,1,0.383
4,7,3,5,0,1,6.000000e-01,1,1,0.396
4,7,3,6,0,0,0,1,1,0.455
4,7,3,7,0,1,6.000000e-01,1,1,0.384
4,7,3,8,0,0,3.000000e-01,1,1,0.372
4,7,3,9,0,1,3.000000e-01,0,1,0.433
4,7,3,10,0,0,3.000000e-01,0,1,0.475
4,7,3,11,0,1,-6.000000e-01,0,0,0.411
4,7,3,12,0,0,0,1,1,0.446
4,7,3,13,0,0,3.000000e-01,1,1,0.433
4,7,3,14,0,1,3.000000e-01,1,1,0.451
4,7,3,15,0,0,-3.000000e-01,1,1,0.644
4,7,3,16,0,0,-6.000000e-01,0,0,0.404
4,7,3,17,0,0,-6.000000e-01,0,0,0.432
4,7,3,18,0,1,-6.000000e-01,1,0,0.451
4,7,3,19,0,0,3.000000e-01,1,1,0.396
4,7,3,20,0,1,-3.000000e-01,0,0,0.377
4,7,3,21,0,0,0,0,1,0.589
4,7,3,22,0,1,-6.000000e-01,1,0,0.393
4,7,3,23,0,1,6.000000e-01,1,1,0.381
4,7,3,24,0,1,0,1,1,0.577
4,7,3,25,0,0,6.000000e-01,0,1,0.422
4,7,3,26,0,1,0,0,0,0.456
4,7,3,27,0,0,-6.000000e-01,0,0,0.474
4,7,3,28,0,1,6.000000e-01,0,1,0.426
4,7,3,29,0,0,-3.000000e-01,1,0,0.405
4,7,3,30,0,0,-3.000000e-01,1,0,0.424
4,7,3,31,0,0,0,0,0,0.491
4,7,3,32,0,0,6.000000e-01,1,1,0.338
4,7,3,33,0,1,-3.000000e-01,0,0,0.409
4,7,3,34,0,1,3.000000e-01,1,1,0.372
4,7,3,35,0,0,-3.000000e-01,0,0,0.400
4,7,3,36,0,0,6.000000e-01,0,1,0.532
4,7,3,37,0,1,0,0,0,0.512
4,7,3,38,0,1,-3.000000e-01,1,0,0.440
4,7,3,39,0,1,-3.000000e-01,1,1,0.483
4,7,3,40,0,0,-6.000000e-01,1,0,0.426
4,8,4,1,1,1,-3.000000e-01,0,0,0.611
4,8,4,2,1,0,6.000000e-01,1,1,0.429
4,8,4,3,1,0,0,0,0,0.520
4,8,4,4,1,1,-6.000000e-01,0,0,0.454
4,8,4,5,1,0,6.000000e-01,1,1,0.351
4,8,4,6,1,0,-3.000000e-01,1,0,0.525
4,8,4,7,1,0,-6.000000e-01,0,0,0.380
4,8,4,8,1,1,6.000000e-01,1,1,0.407
4,8,4,9,1,1,0,1,0,0.426
4,8,4,10,1,0,-3.000000e-01,0,0,0.470
4,8,4,11,1,1,-6.000000e-01,1,0,0.399
4,8,4,12,1,0,-6.000000e-01,0,0,0.402
4,8,4,13,1,0,0,1,1,0.461
4,8,4,14,1,0,3.000000e-01,0,1,0.566
4,8,4,15,1,0,-3.000000e-01,0,0,0.396
4,8,4,16,1,1,6.000000e-01,1,1,0.406
4,8,4,17,1,1,3.000000e-01,0,0,0.483
4,8,4,18,1,1,-3.000000e-01,0,0,0.450
4,8,4,19,1,1,-6.000000e-01,1,0,0.476
4,8,4,20,1,1,3.000000e-01,0,1,0.765
4,8,4,21,1,0,3.000000e-01,0,0,0.969
4,8,4,22,1,0,0,1,0,0.685
4,8,4,23,1,0,-6.000000e-01,0,0,0.421
4,8,4,24,1,1,3.000000e-01,0,1,0.472
4,8,4,25,1,1,6.000000e-01,0,0,0.504
4,8,4,26,1,0,-3.000000e-01,0,0,0.422
4,8,4,27,1,1,0,1,1,0.786
4,8,4,28,1,0,0,1,0,0.670
4,8,4,29,1,1,-6.000000e-01,0,0,0.406
4,8,4,30,1,0,3.000000e-01,0,0,0.737
4,8,4,31,1,0,6.000000e-01,1,1,0.390
4,8,4,32,1,1,-3.000000e-01,1,0,0.443
4,8,4,33,1,1,-3.000000e-01,0,0,0.444
4,8,4,34,1,1,0,0,0,0.431
4,8,4,35,1,1,0,1,0,0.489
4,8,4,36,1,0,6.000000e-01,0,1,0.401
4,8,4,37,1,1,3.000000e-01,1,1,0.475
4,8,4,38,1,1,6.000000e-01,0,1,0.396
4,8,4,39,1,0,-6.000000e-01,0,0,0.416
4,8,4,40,1,0,3.000000e-01,0,1,0.393
4,9,3,1,0,0,6.000000e-01,1,1,0.579
4,9,3,2,0,0,0,1,1,0.502
4,9,3,3,0,1,-3.000000e-01,0,0,0.375
4,9,3,4,0,1,3.000000e-01,0,1,0.419
4,9,3,5,0,0,3.000000e-01,0,1,0.430
4,9,3,6,0,0,3.000000e-01,0,1,0.464
4,9,3,7,0,0,-6.000000e-01,1,0,0.377
4,9,3,8,0,1,-6.000000e-01,0,0,0.422
4,9,3,9,0,1,0,0,0,0.583
4,9,3,10,0,0,6.000000e-01,0,1,0.525
4,9,3,11,0,1,0,0,1,0.483
4,9,3,12,0,0,-3.000000e-01,0,0,0.491
4,9,3,13,0,0,6.000000e-01,1,1,0.617
4,9,3,14,0,1,-3.000000e-01,1,0,0.485
4,9,3,15,0,0,-6.000000e-01,0,0,0.630
4,9,3,16,0,1,-6.000000e-01,0,0,0.504
4,9,3,17,0,0,0,1,1,0.479
4,9,3,18,0,0,0,1,0,0.552
4,9,3,19,0,0,6.000000e-01,0,1,0.532
4,9,3,20,0,1,6.000000e-01,1,1,0.386
4,9,3,21,0,1,0,0,0,0.735
4,9,3,22,0,1,-3.000000e-01,1,0,0.403
4,9,3,23,0,0,-3.000000e-01,0,0,0.416
4,9,3,24,0,0,-6.000000e-01,1,0,0.411
4,9,3,25,0,1,6.000000e-01,0,1,0.549
4,9,3,26,0,1,3.000000e-01,0,1,0.491
4,9,3,27,0,1,0,1,0,0.347
4,9,3,28,0,1,-6.000000e-01,1,0,0.385
4,9,3,29,0,1,-6.000000e-01,1,0,0.389
4,9,3,30,0,0,3.000000e-01,1,1,0.489
4,9,3,31,0,1,6.000000e-01,1,1,0.449
4,9,3,32,0,0,0,1,0,0.521
4,9,3,33,0,0,-3.000000e-01,1,0,0.433
4,9,3,34,0,0,-3.000000e-01,1,0,0.859
4,9,3,35,0,1,-3.000000e-01,1,0,0.483
4,9,3,36,0,1,3.000000e-01,1,0,0.555
4,9,3,37,0,0,3.000000e-01,0,0,0.576
4,9,3,38,0,1,6.000000e-01,0,1,0.693
4,9,3,39,0,0,-6.000000e-01,0,0,0.573
4,9,3,40,0,1,3.000000e-01,1,1,0.889
4,10,1,1,0,0,6.000000e-01,0,1,0.712
4,10,1,2,0,0,0,1,1,0.767
4,10,1,3,0,1,6.000000e-01,1,1,0.500
4,10,1,4,0,0,-3.000000e-01,1,1,0.995
4,10,1,5,0,1,-6.000000e-01,1,0,0.455
4,10,1,6,0,0,3.000000e-01,0,1,0.503
4,10,1,7,0,0,3.000000e-01,1,1,0.431
4,10,1,8,0,0,-6.000000e-01,1,0,0.463
4,10,1,9,0,1,3.000000e-01,0,0,0.514
4,10,1,10,0,1,-3.000000e-01,0,0,0.488
4,10,1,11,0,1,-6.000000e-01,0,0,0.395
4,10,1,12,0,1,-6.000000e-01,0,1,0.551
4,10,1,13,0,1,-3.000000e-01,0,0,0.468
4,10,1,14,0,0,0,1,1,0.429
4,10,1,15,0,1,6.000000e-01,0,1,0.487
4,10,1,16,0,0,3.000000e-01,0,1,0.583
4,10,1,17,0,0,6.000000e-01,1,1,0.475
4,10,1,18,0,0,6.000000e-01,1,1,0.355
4,10,1,19,0,1,0,0,1,1.144
4,10,1,20,0,1,-3.000000e-01,0,0,0.764
4,10,1,21,0,0,-6.000000e-01,1,0,0.419
4,10,1,22,0,1,3.000000e-01,1,1,0.437
4,10,1,23,0,1,-6.000000e-01,1,0,0.376
4,10,1,24,0,0,0,1,0,0.724
4,10,1,25,0,0,3.000000e-01,0,1,0.339
4,10,1,26,0,0,-3.000000e-01,0,0,0.593
4,10,1,27,0,0,-6.000000e-01,0,0,0.579
4,10,1,28,0,1,0,1,1,0.705
4,10,1,29,0,0,-3.000000e-01,1,0,0.463
4,10,1,30,0,1,6.000000e-01,1,1,0.488
4,10,1,31,0,0,0,0,0,0.472
4,10,1,32,0,1,3.000000e-01,0,1,0.889
4,10,1,33,0,1,0,1,1,0.656
4,10,1,34,0,1,0,0,0,0.937
4,10,1,35,0,1,3.000000e-01,1,1,0.415
4,10,1,36,0,1,-3.000000e-01,0,1,0.624
4,10,1,37,0,0,-6.000000e-01,0,0,0.356
4,10,1,38,0,0,6.000000e-01,0,1,0.417
4,10,1,39,0,0,-3.000000e-01,1,0,0.412
4,10,1,40,0,1,6.000000e-01,0,1,0.383
4,11,4,1,1,1,-3.000000e-01,1,0,0.519
4,11,4,2,1,1,-6.000000e-01,0,0,0.414
4,11,4,3,1,1,0,0,0,0.432
4,11,4,4,1,1,0,1,0,0.402
4,11,4,5,1,0,6.000000e-01,1,1,0.564
4,11,4,6,1,0,-6.000000e-01,1,0,0.385
4,11,4,7,1,0,-3.000000e-01,0,0,0.422
4,11,4,8,1,0,0,0,0,0.537
4,11,4,9,1,1,-3.000000e-01,0,1,0.463
4,11,4,10,1,0,3.000000e-01,0,1,0.536
4,11,4,11,1,0,3.000000e-01,1,1,0.397
4,11,4,12,1,1,3.000000e-01,1,0,0.488
4,11,4,13,1,1,3.000000e-01,1,1,0.953
4,11,4,14,1,0,0,0,0,0.414
4,11,4,15,1,0,6.000000e-01,1,1,0.465
4,11,4,16,1,0,-3.000000e-01,1,0,0.353
4,11,4,17,1,1,6.000000e-01,1,1,0.367
4,11,4,18,1,0,-3.000000e-01,1,0,0.355
4,11,4,19,1,1,-6.000000e-01,1,0,0.369
4,11,4,20,1,0,6.000000e-01,0,0,0.725
4,11,4,21,1,1,-3.000000e-01,1,0,1.956
4,11,4,22,1,1,6.000000e-01,1,1,0.424
4,11,4,23,1,1,0,0,0,0.666
4,11,4,24,1,1,6.000000e-01,1,1,0.394
4,11,4,25,1,1,6.000000e-01,0,1,0.406
4,11,4,26,1,0,-3.000000e-01,1,0,0.435
4,11,4,27,1,0,-6.000000e-01,0,0,0.436
4,11,4,28,1,1,3.000000e-01,0,1,0.495
4,11,4,29,1,0,6.000000e-01,0,1,0.366
4,11,4,30,1,1,-6.000000e-01,1,0,0.451
4,11,4,31,1,0,3.000000e-01,1,1,0.364
4,11,4,32,1,1,-3.000000e-01,1,0,0.431
4,11,4,33,1,1,3.000000e-01,1,1,0.419
4,11,4,34,1,0,0,0,0,0.588
4,11,4,35,1,1,0,1,1,0.880
4,11,4,36,1,0,-6.000000e-01,1,0,0.409
4,11,4,37,1,0,-6.000000e-01,1,0,0.372
4,11,4,38,1,0,0,0,1,0.497
4,11,4,39,1,0,3.000000e-01,0,1,0.528
4,11,4,40,1,1,-6.000000e-01,0,0,0.831
4,12,4,1,1,0,3.000000e-01,0,1,0.793
4,12,4,2,1,0,0,0,0,0.453
4,12,4,3,1,0,3.000000e-01,1,1,0.413
4,12,4,4,1,1,6.000000e-01,1,1,0.360
4,12,4,5,1,1,3.000000e-01,1,1,0.502
4,12,4,6,1,0,6.000000e-01,0,1,0.436
4,12,4,7,1,0,0,0,0,0.638
4,12,4,8,1,0,3.000000e-01,0,1,0.520
4,12,4,9,1,1,0,0,0,0.623
4,12,4,10,1,1,3.000000e-01,0,0,0.473
4,12,4,11,1,1,-3.000000e-01,1,0,0.394
4,12,4,12,1,0,3.000000e-01,0,1,0.406
4,12,4,13,1,0,-3.000000e-01,1,1,0.378
4,12,4,14,1,0,6.000000e-01,1,1,0.421
4,12,4,15,1,1,-6.000000e-01,1,0,0.561
4,12,4,16,1,1,-6.000000e-01,1,0,0.438
4,12,4,17,1,0,-6.000000e-01,1,0,0.423
4,12,4,18,1,0,-3.000000e-01,0,0,0.442
4,12,4,19,1,1,0,1,1,0.380
4,12,4,20,1,1,6.000000e-01,1,1,0.368
4,12,4,21,1,1,0,1,1,0.427
4,12,4,22,1,0,-3.000000e-01,0,1,0.559
4,12,4,23,1,0,-3.000000e-01,0,0,0.445
4,12,4,24,1,0,0,0,0,0.421
4,12,4,25,1,0,-6.000000e-01,1,1,0.521
4,12,4,26,1,0,-6.000000e-01,0,0,0.559
4,12,4,27,1,1,-3.000000e-01,0,0,0.500
4,12,4,28,1,0,-6.000000e-01,1,0,0.420
4,12,4,29,1,0,0,0,0,0.685
4,12,4,30,1,1,-6.000000e-01,0,0,0.367
4,12,4,31,1,1,3.000000e-01,1,1,0.348
4,12,4,32,1,1,-3.000000e-01,1,0,0.433
4,12,4,33,1,1,-3.000000e-01,0,1,0.435
4,12,4,34,1,1,-6.000000e-01,0,0,0.709
4,12,4,35,1,1,3.000000e-01,1,1,0.370
4,12,4,36,1,0,6.000000e-01,1,1,0.392
4,12,4,37,1,1,0,0,0,0.668
4,12,4,38,1,1,6.000000e-01,1,1,0.386
4,12,4,39,1,1,6.000000e-01,0,1,0.406
4,12,4,40,1,0,6.000000e-01,1,1,0.441
4,13,2,1,1,1,-6.000000e-01,1,0,0.425
4,13,2,2,1,1,6.000000e-01,1,0,0.450
4,13,2,3,1,0,3.000000e-01,1,1,0.620
4,13,2,4,1,1,3.000000e-01,0,1,0.567
4,13,2,5,1,1,-6.000000e-01,0,0,0.500
4,13,2,6,1,1,6.000000e-01,0,1,0.522
4,13,2,7,1,0,0,1,0,0.720
4,13,2,8,1,1,-6.000000e-01,1,0,0.430
4,13,2,9,1,1,0,1,0,0.438
4,13,2,10,1,0,0,1,0,0.417
4,13,2,11,1,0,-6.000000e-01,1,0,0.436
4,13,2,12,1,1,0,1,0,0.430
4,13,2,13,1,1,-3.000000e-01,1,0,0.353
4,13,2,14,1,0,3.000000e-01,0,1,0.492
4,13,2,15,1,1,0,0,0,0.366
4,13,2,16,1,0,-3.000000e-01,0,0,0.425
4,13,2,17,1,1,-6.000000e-01,1,0,0.526
4,13,2,18,1,0,-3.000000e-01,0,0,0.420
4,13,2,19,1,1,6.000000e-01,1,1,0.471
4,13,2,20,1,1,-3.000000e-01,1,0,0.391
4,13,2,21,1,0,6.000000e-01,0,0,0.434
4,13,2,22,1,0,-3.000000e-01,0,1,0.565
4,13,2,23,1,1,6.000000e-01,0,1,0.458
4,13,2,24,1,1,-3.000000e-01,1,0,1.027
4,13,2,25,1,1,0,1,0,0.581
4,13,2,26,1,0,-3.000000e-01,0,0,0.473
4,13,2,27,1,0,6.000000e-01,1,1,0.433
4,13,2,28,1,1,3.000000e-01,1,0,0.570
4,13,2,29,1,0,0,1,1,0.400
4,13,2,30,1,0,0,1,1,0.515
4,13,2,31,1,0,-6.000000e-01,1,0,0.682
4,13,2,32,1,1,-3.000000e-01,0,0,0.602
4,13,2,33,1,0,-6.000000e-01,0,0,0.517
4,13,2,34,1,0,3.000000e-01,0,0,0.443
4,13,2,35,1,0,6.000000e-01,0,1,0.460
4,13,2,36,1,0,-6.000000e-01,0,0,0.373
4,13,2,37,1,0,3.000000e-01,1,0,0.563
4,13,2,38,1,0,6.000000e-01,0,1,0.777
4,13,2,39,1,1,3.000000e-01,1,1,0.596
4,13,2,40,1,1,3.000000e-01,1,0,0.673
4,14,2,1,1,1,-3.000000e-01,1,0,0.502
4,14,2,2,1,0,-3.000000e-01,1,0,0.349
4,14,2,3,1,0,-6.000000e-01,0,0,0.323
4,14,2,4,1,0,3.000000e-01,1,1,0.457
4,14,2,5,1,0,3.000000e-01,1,1,0.547
4,14,2,6,1,1,-6.000000e-01,1,0,0.345
4,14,2,7,1,0,-6.000000e-01,1,0,0.351
4,14,2,8,1,1,-6.000000e-01,0,0,0.389
4,14,2,9,1,1,-6.000000e-01,0,0,0.464
4,14,2,10,1,1,0,0,0,0.393
4,14,2,11,1,0,0,1,0,0.812
4,14,2,12,1,0,0,0,0,0.568
4,14,2,13,1,0,-6.000000e-01,0,0,0.755
4,14,2,14,1,1,6.000000e-01,0,1,0.442
4,14,2,15,1,1,0,0,0,0.611
4,14,2,16,1,0,6.000000e-01,1,1,0.630
4,14,2,17,1,0,3.000000e-01,1,1,0.447
4,14,2,18,1,1,0,1,0,0.552
4,14,2,19,1,0,-6.000000e-01,1,0,0.327
4,14,2,20,1,0,6.000000e-01,1,1,0.382
4,14,2,21,1,1,0,0,0,0.441
4,14,2,22,1,0,0,0,0,0.418
4,14,2,23,1,1,6.000000e-01,0,1,0.446
4,14,2,24,1,1,3.000000e-01,1,0,0.567
4,14,2,25,1,1,-6.000000e-01,0,0,0.453
4,14,2,26,1,0,-3.000000e-01,0,0,0.470
4,14,2,27,1,0,3.000000e-01,1,1,0.438
4,14,2,28,1,1,6.000000e-01,1,1,0.401
4,14,2,29,1,1,-3.000000e-01,1,0,0.771
4,14,2,30,1,1,3.000000e-01,1,1,0.433
4,14,2,31,1,0,6.000000e-01,1,1,0.770
4,14,2,32,1,0,0,0,0,0.527
4,14,2,33,1,0,6.000000e-01,0,1,0.437
4,14,2,34,1,1,-3.000000e-01,0,0,0.502
4,14,2,35,1,0,-3.000000e-01,1,0,0.518
4,14,2,36,1,0,-3.000000e-01,1,0,0.485
4,14,2,37,1,1,6.000000e-01,1,1,0.437
4,14,2,38,1,1,-3.000000e-01,1,0,0.375
4,14,2,39,1,1,3.000000e-01,0,0,0.420
4,14,2,40,1,1,3.000000e-01,1,1,0.486
4,15,3,1,0,0,-3.000000e-01,0,1,0.804
4,15,3,2,0,1,6.000000e-01,0,0,0.855
4,15,3,3,0,0,6.000000e-01,0,1,0.384
4,15,3,4,0,1,0,0,1,0.394
4,15,3,5,0,0,-6.000000e-01,1,1,0.688
4,15,3,6,0,1,0,0,1,0.848
4,15,3,7,0,0,-6.000000e-01,1,0,0.848
4,15,3,8,0,0,0,1,1,0.561
4,15,3,9,0,0,3.000000e-01,0,1,0.415
4,15,3,10,0,1,3.000000e-01,0,0,1.032
4,15,3,11,0,1,-3.000000e-01,0,0,1.531
4,15,3,12,0,0,0,1,1,0.608
4,15,3,13,0,0,-3.000000e-01,1,1,0.475
4,15,3,14,0,0,6.000000e-01,1,1,0.596
4,15,3,15,0,1,6.000000e-01,0,1,0.496
4,15,3,16,0,0,-6.000000e-01,1,0,1.270
4,15,3,17,0,0,6.000000e-01,0,1,0.375
4,15,3,18,0,1,-3.000000e-01,0,0,0.820
4,15,3,19,0,0,3.000000e-01,0,0,1.126
4,15,3,20,0,0,-6.000000e-01,0,0,0.493
4,15,3,21,0,1,-3.000000e-01,1,0,0.493
4,15,3,22,0,0,0,0,0,0.500
4,15,3,23,0,0,3.000000e-01,0,1,0.379
4,15,3,24,0,0,6.000000e-01,1,1,0.320
4,15,3,25,0,0,3.000000e-01,1,1,0.415
4,15,3,26,0,1,-6.000000e-01,0,0,0.456
4,15,3,27,0,0,-3.000000e-01,1,1,0.426
4,15,3,28,0,1,0,0,0,0.774
4,15,3,29,0,1,-3.000000e-01,0,0,0.418
4,15,3,30,0,1,6.000000e-01,0,1,0.484
4,15,3,31,0,1,3.000000e-01,1,1,0.388
4,15,3,32,0,1,-6.000000e-01,1,0,0.480
4,15,3,33,0,1,3.000000e-01,1,1,0.431
4,15,3,34,0,0,0,1,1,0.450
4,15,3,35,0,1,-6.000000e-01,0,0,0.475
4,15,3,36,0,0,-3.000000e-01,1,1,0.604
4,15,3,37,0,1,3.000000e-01,1,1,0.437
4,15,3,38,0,1,-6.000000e-01,0,0,0.473
4,15,3,39,0,1,0,0,0,0.586
4,15,3,40,0,1,6.000000e-01,0,1,0.398
4,16,4,1,1,1,6.000000e-01,0,1,0.653
4,16,4,2,1,0,6.000000e-01,0,1,0.358
4,16,4,3,1,0,3.000000e-01,0,1,0.498
4,16,4,4,1,0,0,1,0,0.556
4,16,4,5,1,0,-6.000000e-01,1,0,0.464
4,16,4,6,1,0,0,1,1,0.456
4,16,4,7,1,1,-6.000000e-01,0,0,0.410
4,16,4,8,1,0,0,1,1,0.565
4,16,4,9,1,0,-3.000000e-01,0,0,0.474
4,16,4,10,1,1,6.000000e-01,0,1,0.481
4,16,4,11,1,1,0,0,1,0.587
4,16,4,12,1,1,3.000000e-01,1,1,0.486
4,16,4,13,1,1,-6.000000e-01,0,0,0.374
4,16,4,14,1,1,0,0,0,0.563
4,16,4,15,1,0,-6.000000e-01,1,0,0.408
4,16,4,16,1,0,-3.000000e-01,1,0,0.411
4,16,4,17,1,0,0,1,1,0.631
4,16,4,18,1,0,3.000000e-01,0,1,0.449
4,16,4,19,1,0,6.000000e-01,0,1,0.562
4,16,4,20,1,0,3.000000e-01,0,1,0.454
4,16,4,21,1,1,-6.000000e-01,1,0,0.415
4,16,4,22,1,0,-6.000000e-01,0,0,0.523
4,16,4,23,1,1,-3.000000e-01,1,0,0.379
4,16,4,24,1,1,-6.000000e-01,0,0,0.342
4,16,4,25,1,0,-6.000000e-01,0,0,0.388
4,16,4,26,1,0,-3.000000e-01,1,1,1.001
4,16,4,27,1,0,6.000000e-01,0,1,0.396
4,16,4,28,1,1,-3.000000e-01,0,0,0.409
4,16,4,29,1,0,-3.000000e-01,1,0,0.492
4,16,4,30,1,1,-3.000000e-01,1,0,0.356
4,16,4,31,1,0,6.000000e-01,1,1,0.465
4,16,4,32,1,1,-3.000000e-01,1,0,0.368
4,16,4,33,1,0,3.000000e-01,1,1,0.750
4,16,4,34,1,1,0,1,0,0.571
4,16,4,35,1,1,3.000000e-01,1,1,0.503
4,16,4,36,1,1,0,0,0,0.471
4,16,4,37,1,1,3.000000e-01,0,0,0.744
4,16,4,38,1,1,6.000000e-01,1,1,0.461
4,16,4,39,1,1,3.000000e-01,0,1,0.455
4,16,4,40,1,1,6.000000e-01,1,1,0.536
4,17,1,1,0,1,0,1,1,0.729
4,17,1,2,0,0,-3.000000e-01,1,0,0.600
4,17,1,3,0,1,6.000000e-01,0,1,0.515
4,17,1,4,0,1,-3.000000e-01,0,1,0.562
4,17,1,5,0,0,6.000000e-01,1,1,0.447
4,17,1,6,0,0,3.000000e-01,1,1,0.432
4,17,1,7,0,0,6.000000e-01,1,1,0.386
4,17,1,8,0,1,-6.000000e-01,0,0,0.406
4,17,1,9,0,1,-6.000000e-01,0,0,0.369
4,17,1,10,0,1,0,0,0,0.438
4,17,1,11,0,0,0,0,0,0.600
4,17,1,12,0,1,3.000000e-01,0,1,0.419
4,17,1,13,0,0,6.000000e-01,1,1,0.678
4,17,1,14,0,1,-6.000000e-01,1,0,0.469
4,17,1,15,0,0,-3.000000e-01,1,0,0.463
4,17,1,16,0,1,-3.000000e-01,0,0,0.503
4,17,1,17,0,0,-6.000000e-01,0,0,0.415
4,17,1,18,0,0,-6.000000e-01,1,0,0.545
4,17,1,19,0,0,-6.000000e-01,1,0,0.471
4,17,1,20,0,0,3.000000e-01,1,1,0.592
4,17,1,21,0,0,0,1,0,0.716
4,17,1,22,0,0,3.000000e-01,0,1,0.450
4,17,1,23,0,0,-6.000000e-01,1,1,0.580
4,17,1,24,0,1,-3.000000e-01,1,1,0.559
4,17,1,25,0,0,-3.000000e-01,0,0,0.811
4,17,1,26,0,0,-3.000000e-01,0,0,0.832
4,17,1,27,0,0,0,0,0,0.488
4,17,1,28,0,0,6.000000e-01,0,1,0.385
4,17,1,29,0,1,6.000000e-01,0,1,0.389
4,17,1,30,0,0,0,1,1,0.609
4,17,1,31,0,1,3.000000e-01,0,1,0.429
4,17,1,32,0,1,0,0,1,0.511
4,17,1,33,0,1,-6.000000e-01,0,0,0.479
4,17,1,34,0,1,3.000000e-01,0,1,0.431
4,17,1,35,0,1,3.000000e-01,0,1,0.513
4,17,1,36,0,1,0,0,1,0.504
4,17,1,37,0,0,3.000000e-01,1,1,0.535
4,17,1,38,0,1,6.000000e-01,0,1,0.421
