Subnum,nowblock,nowblocktype,nowtrial,ind_up_color,test_color,testspeed,leftorright,keypress,RT
1,18,4,10,1,1,-3.00E-01,0,1,0.367
1,18,4,11,1,1,0,1,1,0.555
1,18,4,12,1,1,3.00E-01,1,1,0.874
1,18,4,13,1,0,3.00E-01,0,1,0.546
1,18,4,14,1,1,-3.00E-01,0,1,0.568
1,18,4,15,1,0,-3.00E-01,0,0,0.484
1,18,4,16,1,0,3.00E-01,1,1,0.556
1,18,4,17,1,0,0,0,0,0.545
1,18,4,18,1,0,-3.00E-01,0,1,0.559
1,18,4,19,1,0,-3.00E-01,0,0,0.553
1,18,4,20,1,1,3.00E-01,0,0,0.454
1,18,4,21,1,1,0,0,0,0.447
1,18,4,22,1,0,-3.00E-01,0,0,1.025
1,18,4,23,1,1,-3.00E-01,0,0,0.499
1,18,4,24,1,0,3.00E-01,0,0,0.458
1,18,4,25,1,1,0,1,1,0.476
1,18,4,26,1,1,-3.00E-01,0,1,0.884
1,18,4,27,1,0,0,1,1,0.388
1,18,4,28,1,1,-3.00E-01,0,1,0.496
1,18,4,29,1,1,0,0,1,0.52
1,18,4,30,1,0,0,1,1,0.55
1,18,4,31,1,0,3.00E-01,1,1,0.539
1,18,4,32,1,0,0,0,0,0.529
1,18,4,33,1,1,3.00E-01,0,0,0.52
1,18,4,34,1,0,3.00E-01,0,0,0.574
1,18,4,35,1,1,3.00E-01,1,0,0.763
1,18,4,36,1,0,3.00E-01,1,1,0.536
1,19,2,1,1,1,3.00E-01,1,1,0.498
1,19,2,2,1,0,-3.00E-01,0,1,3.008
1,19,2,3,1,1,3.00E-01,1,1,0.443
1,19,2,4,1,0,3.00E-01,1,1,0.388
1,19,2,5,1,0,-3.00E-01,1,1,0.441
1,19,2,6,1,0,-3.00E-01,0,1,0.442
1,19,2,7,1,0,0,1,0,1.219
1,19,2,8,1,0,-3.00E-01,1,1,0.35
1,19,2,9,1,0,0,1,1,0.764
1,19,2,10,1,0,-3.00E-01,0,1,0.68
1,19,2,11,1,1,0,1,1,0.48
1,19,2,12,1,1,0,0,0,0.616
1,19,2,13,1,1,3.00E-01,1,1,0.483
1,19,2,14,1,1,3.00E-01,1,1,0.37
1,19,2,15,1,0,0,0,1,0.447
1,19,2,16,1,1,-3.00E-01,1,1,0.488
1,19,2,17,1,1,0,0,1,0.408
1,19,2,18,1,1,0,1,1,0.532
1,19,2,19,1,0,0,0,1,0.722
1,19,2,20,1,0,-3.00E-01,1,1,0.462
1,19,2,21,1,1,-3.00E-01,1,1,0.488
1,19,2,22,1,1,0,1,1,0.504
1,19,2,23,1,0,3.00E-01,0,1,0.391
1,19,2,24,1,0,3.00E-01,0,1,0.428
1,19,2,25,1,1,-3.00E-01,1,1,0.423
1,19,2,26,1,1,-3.00E-01,1,1,0.393
1,19,2,27,1,0,3.00E-01,0,1,0.357
1,19,2,28,1,1,-3.00E-01,0,1,0.539
1,19,2,29,1,0,0,1,1,0.568
1,19,2,30,1,0,0,1,1,0.461
1,19,2,31,1,0,3.00E-01,0,1,0.47
1,19,2,32,1,1,3.00E-01,1,1,0.399
1,19,2,33,1,1,3.00E-01,1,1,0.435
1,19,2,34,1,1,-3.00E-01,1,1,0.539
1,19,2,35,1,0,3.00E-01,0,1,0.514
1,19,2,36,1,1,0,0,1,0.497
1,20,4,1,1,1,3.00E-01,1,1,0.455
1,20,4,2,1,1,0,0,1,0.472
1,20,4,3,1,0,-3.00E-01,1,1,0.297
1,20,4,4,1,1,3.00E-01,1,1,0.241
1,20,4,5,1,0,0,1,1,0.33
1,20,4,6,1,1,-3.00E-01,1,1,0.184
1,20,4,7,1,0,0,1,1,0.203
1,20,4,8,1,0,3.00E-01,1,1,0.16
1,20,4,9,1,1,0,0,1,0.573
1,20,4,10,1,1,0,1,1,0.205
1,20,4,11,1,0,3.00E-01,0,1,0.497
1,20,4,12,1,1,-3.00E-01,0,0,0.838
1,20,4,13,1,1,3.00E-01,0,0,0.578
1,20,4,14,1,1,3.00E-01,0,1,0.494
1,20,4,15,1,1,0,0,0,0.414
1,20,4,16,1,0,-3.00E-01,1,1,0.513
1,20,4,17,1,1,0,0,0,1.048
1,20,4,18,1,0,0,1,1,0.575
1,20,4,19,1,0,3.00E-01,1,1,0.373
1,20,4,20,1,0,-3.00E-01,1,1,0.345
1,20,4,21,1,1,3.00E-01,0,1,0.606
1,20,4,22,1,0,0,0,1,0.588
1,20,4,23,1,1,-3.00E-01,0,1,0.543
1,20,4,24,1,1,-3.00E-01,1,1,0.445
1,20,4,25,1,0,-3.00E-01,0,0,0.879
1,20,4,26,1,0,-3.00E-01,0,0,0.511
1,20,4,27,1,0,0,0,0,0.43
1,20,4,28,1,1,0,1,1,0.408
1,20,4,29,1,0,0,1,1,0.556
1,20,4,30,1,0,3.00E-01,1,1,0.424
1,20,4,31,1,0,3.00E-01,0,0,0.41
1,20,4,32,1,1,-3.00E-01,1,1,0.471
1,20,4,33,1,1,3.00E-01,0,1,0.847
1,20,4,34,1,0,-3.00E-01,0,0,0.496
1,20,4,35,1,0,3.00E-01,1,1,0.51
1,20,4,36,1,1,-3.00E-01,0,0,0.55
